STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163530900,"+42.3753050,-083.1262756",66,23.8,20.1,12.8,22.3,16.4,8.1,13.6,11.1,6.7,53.6,38.5,85.2,59.5,79.9,23.8,21.5,47.2,4.053437853,1,17.9,4.76,0.9371,0.9875,0.9417,0.9692,4.616272,0,0.5202,0.7809,0.8253,0.9086,0.9547,0.1777,3,0.7864,0,0.8291,0.9448,0.7908,69,32.73,1.14,0,NA,6.9,NA,33,53,10,3.490009006,NA,NA,44.2,8.3,85,10,0.051566536,NA,6.12,6.12,0,0,NA,0,41.3494715754824,51.0335083,1970,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.007,30,91.8188990050666,0.231032238,19.66617993,NA,0.044425285635415,1.74247714259615,2.513433048,NA,0.358012797585068,10.57436085,0.90071963,8.6,4.889,38.29,2,64.2,0,-3.3e-4,-1.47e-4,0,16105.2624,26607.83597,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.96384e-4
MI,Wayne,26,26163,26163531100,"+42.3748819,-083.1152689",70.8,26.7,21.9,13,24.8,16.2,8.9,15,12.6,6.5,54.7,39.3,84.5,56.9,81.7,21.2,19.9,42.6,4.52642719,1,17.6,3.57,0.9974,0.9913,0.9903,0.6303,4.324325,0,0.7351,0.1848,0.9743,0.6869,0.923,0.4857,3,0.9478,0.4938,0.5935,0.9913,0.9465,31.8,41.16,1.14,0,227.07,6.9,NA,55,51,15,7.433562074,20,NA,55.2,6.2,125,30,0.196374633,NA,11.16,11.1,0.04,0.03,NA,0,237.259523318971,50.2367706,1150,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,92.0634526099059,0.369737621,27.84946605,NA,0.0460618253374295,1.93372263351918,3.225553195,NA,0.627869221202453,9.674405575,0.9925014,8.567,5,38.49,1,68.7,0,-3.3e-4,-1.21e-4,0,11566.73892,15894.66866,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163531200,"+42.3788297,-083.1020097",71.9,15.3,14.1,15.5,15.7,13.2,5.1,7.8,7.2,6.7,45.7,33.9,85.5,69.7,83.1,30.3,26.7,65.4,4.761436426,2,10.4,2.56,0.6836,0.5334,0.5395,0.4107,0.7930214,0,0.4395,0.1848,0.2848,0.4396,0.9158,0,3,0.243,0.5205,0.1999,0.1389,0.5476,31.9,9.32,1.14,0,169.88,6.9,NA,47,43,5,11.88354734,18,0.234721771,25.7,14.8,30,55,0.811447335,NA,37.83,35.94,0.46,1.42,NA,0,409.546113080997,52.3906097,1860,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,91.1745718211439,0.366146671,38.13300546,NA,0.047897684527385,2.60705480304308,5.127600531,0.292521851,0.562179899911409,8.479893645,1.471736605,8.633,5.164,38.7,1,62.9,0,-3e-4,-6.22e-5,0,14754.69917,24969.28054,1382016656366,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.72554e-4
MI,Wayne,26,26163,26163531300,"+42.3833022,-083.1097921",73.4,19.4,17.9,14.4,17.8,15.2,6.1,10.4,8.2,6.2,48.2,34.7,84.7,63.2,82.1,24.7,23.2,55,4.628326484,1,15,3.65,0.8814,0.9037,0.8409,0.8707,3.26087,2.173913,0.2938,0.0649,0.9799,0.4476,0.9449,0,3,0.8084,0,0,0.9379,0.9146,33,45.97,1.14,0,148.91,6.9,NA,45,43,9,7.351843221,0,0.084418119,38.6,29.8,55,25,0.438414417,NA,4.37,4.28,0.05,0.04,NA,0,439.519116544386,55.0960617,1270,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,87.6341962477095,0.15152482,30.73345121,NA,0.0482844932361585,1.94201649052907,3.267012051,0.057840607,0.341155648305714,10.19593255,1.128955046,8.56,5.086,38.68,1,69.5,0,-3.1e-4,-7.64e-5,0,11063.49043,14745.76039,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163531400,"+42.3803842,-083.1189728",74.3,23.1,19.7,12.7,21.7,15.8,7.7,12.7,10.5,6.6,49.3,35.1,85.4,59.2,79.9,23.1,21.1,47.9,4.459833813,1,17.2,4.26,0.9272,0.7398,0.8724,0.8098,2.923977,0.7309942,0.7723,0.3558,0.4332,0.9486,0.965,0.4516,3,0.4566,0.4938,0,0.9076,0.5476,34.1,37.14,1.14,0,154.65,6.9,NA,50,56,10,4.531816006,9,NA,48.9,14.7,75,50,0.095155394,NA,3.02,2.98,0.02,0.01,NA,0,266.672406765374,55.4920082,1160,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,92.4945139102597,0.154813813,24.21013482,NA,0.0464329856567605,1.82416431330919,2.786601345,NA,0.390778351829141,10.6938289,1.059700588,8.578,4.92,38.48,0,73.8,0,-3.2e-4,-1.47e-4,0,9386.98959,19044.96324,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163531500,"+42.3870970,-083.1235622",71.9,23.9,20.4,13,22.6,15.8,7.9,13.1,11,6.2,52.2,36.9,85,57.4,81.8,22.6,19.9,45.4,4.144108224,1,17,NA,0.9894,0.963,0.9844,0.681,2.16987,0.3099814,0.3392,0.9074,0.9682,0.9454,0.9777,0,3,0.7448,0,0,0.9515,0.882,32.7,15.43,1.13,0,181.77,6.9,NA,52,51.5,13,2.447608173,10,NA,40,3.4,215,115,0.067127478,NA,15.8,15.22,0.27,0.31,NA,0,817.662344088852,NA,1850,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,94.9293332738315,0.0260538,22.51380645,NA,0.046562087148227,1.92651882314003,2.288124084,NA,0.194180856331133,11.38359865,1.014355659,8.567,4.849,38.39,0,75.6,0,-3.3e-4,-1.28e-4,0,20719.88662,29731.17197,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.44805e-4
MI,Wayne,26,26163,26163531600,"+42.3941530,-083.1282997",70.7,20.4,18,14.1,19.5,14.8,6.5,10.7,9,6.3,49.6,35.8,85.3,63,81.9,25.5,22.9,53.9,3.736538331,1,14.3,6.28,0.9357,0.9935,0.9032,0.598,2.659574,0,0.5139,0.3293,0.7773,0.8653,0.9716,0.3656,3,0.4916,0,0.3397,0.9452,0.7203,32.5,39.93,1.13,0,192.12,6.9,NA,51,53,9,1.012945503,9,NA,48,15.4,140,10,0.027951469,NA,20.13,19.37,0.34,0.42,NA,0,1490.04005206602,52.5559616,1100,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,95.5703483178836,NA,21.90869217,NA,0.046444624131962,2.2356341572849,1.965815643,NA,0.175939625806544,11.55686779,0.861490736,8.6,4.901,38.45,0,72.6,0,-3.1e-4,-1.5e-4,0,11412.33216,19431.03285,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163531700,"+42.3980117,-083.1171527",70.7,28.9,22.9,11.5,26.4,17.3,9.9,16.5,13.4,6.7,56.2,39.6,85.3,54.6,80.4,19.7,18.4,39.5,3.471039087,2,19.6,5.81,0.9857,0.9823,0.8804,0.8734,3.541913,0.5903187,0.5939,0.411,0.9877,0.7253,0.9918,0,3,0.8305,0,0,0.9763,0.6113,67.9,32.31,1.13,0,166.65,7.45,NA,49,52,11,1.662086241,6,0.021298345,44,9.8,235,80,0.197695079,NA,70.79,68.91,0.87,1.01,NA,0,4703.83348181114,54.5869598,1170,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,95.9827854510997,NA,25.76286292,NA,0.048480923351206,1.62521671146476,2.062343299,0.069906092,0.214597986502382,11.01792717,0.984788693,8.6,4.962,38.64,1,72.8,0,-3.3e-4,-1.36e-4,0,12081.8375,20391.0337,1497883593113,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163531800,"+42.3903871,-083.1146956",70.9,26.3,21,11.9,24.9,16.4,9.2,15,12.7,6.8,56.1,39.6,85.5,57,80.7,21.6,19.8,43.3,4.194252253,1,18.7,4.76,0.9926,0.9932,0.9875,0.8917,3.302146,0,0.8392,0.4412,0.9537,0.8504,0.9374,0,3,0.8206,0,0.498,0.9733,0,33.1,34.03,1.13,0,175,6.9,NA,59,43,19,3.550341177,6,0.040413108,48.9,9.3,190,35,0.260896936,NA,22.58,21.69,0.42,0.47,NA,0,847.253906228272,51.5718002,1480,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,90.1503534977668,0.0229809,26.96351452,NA,0.048172467582243,1.67140141019515,2.435582232,NA,0.211213823214617,10.78860016,1.085198867,8.583,4.739,38.62,1,71.6,0,-3.1e-4,-1.35e-4,0,14522.63473,21048.31989,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.45178e-4
MI,Wayne,26,26163,26163531900,"+42.3902385,-083.1062989",62,24.8,22.3,12.9,21.7,16.7,8.1,13.8,11.2,6.2,48.9,35.5,84.7,56.7,80.3,22.2,19.2,44.3,4.338339329,2,18.3,4.15,0.9948,0.9997,0.9903,0.5248,4.448399,0,0.0556,0.7401,0.5224,0.9113,0.8864,0,3,0.7928,0,0.4495,0.9547,0.9834,34.6,29.24,1.15,0.01,138.54,7.45,NA,49,42,14,6.507057837,0,0.126664969,30.2,9.6,50,0,0.55428147,NA,215.82,204.54,3.02,8.26,NA,0,7676.88853481829,53.7451897,1160,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.005,30,88.6297533349254,0.140374017,32.57726622,NA,0.049516953142502,1.70381731518528,3.333449692,0.099017926,0.319092439025912,10.19118118,1.263746902,8.533,4.915,38.62,2,72.4,0,-2.9e-4,-1.29e-4,0,12323.70864,14006.2868,1628467128681,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163532200,"+42.3884007,-083.0939521",68.9,22.6,18.8,13.1,21.8,15.2,7.5,12.1,10.6,6.6,53,38,85.5,60.3,81.9,24,21.9,50.9,4.642924726,1,14.9,NA,0.9777,0.9921,0.857,0.6119,2.405774,0,0.3272,0.2107,0.9537,0.6324,0.8981,0.3656,3,0.7164,0,0.5935,0.8321,0.8588,34,26.99,1.14,0,131.75,7.45,NA,60,50,8,9.847305059,13,0.438304365,41.1,13.6,90,25,1.012262523,NA,54.09,51.24,0.79,2.06,NA,0,3267.49525928995,NA,1150,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.006,30,92.5716606003976,0.088098171,42.55831473,NA,0.051281869145132,2.62655602347163,5.610213348,0.664371271,0.687512809655912,9.556834698,1.966494594,8.413,5.044,38.93,1,63.2,0,-2.6e-4,-4.78e-5,0,8671.174423,16659.28794,987619003451,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163532300,"+42.3840376,-083.0891148",NA,11.9,11.2,16.6,13,11.8,3.9,6.1,6.2,7,42.3,33.7,85.4,74,83.6,35.6,32.5,74.2,5.031463325,2,7.8,NA,0.3592,0.567,0.1647,0.3346,0,0,0.8252,0.0392,0.9831,0.2415,0.831,0,3,0.8532,0,0,0.8936,0,60.4,24.91,1.14,0,126.59,6.9,NA,64,59,4,13.61785543,18,0.536051444,20,5.5,35,0,1.220391784,NA,80.13,76.05,1.12,2.96,NA,0,4056.51515814677,NA,854,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,82.3760492430189,0.190390848,47.7492547,NA,0.051518105621386,3.23459878241796,7.440096676,0.966145734,1.00528523768753,8.242211223,2.008782417,8.183,5.259,39.01,3,52.1,0,-3e-4,-1.65e-4,0,6769.994113,9473.537888,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,2.04743e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163532400,"+42.3784502,-083.0840723",67.9,24.5,20.5,13.5,22.6,15.9,7.6,13.6,10.7,6,52.9,38.2,84.4,57.5,81.9,23,20.6,46.3,5.110109997,1,16.8,1.63,0.9832,0.9608,0.9657,0.6597,4.901961,0,0.1017,0.5171,0.9279,0.9486,0.9178,0,3,0.8787,0,0.9166,0.9515,0.8924,33.4,29.95,1.14,0,114.89,6.9,NA,83,72,9,17.4046978,11,0.577917809,47,10.9,50,25,1.374214547,NA,44.91,42.54,0.66,1.71,NA,0,2448.60686161641,54.9852905,845,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.006,30,89.3796286148198,0.396219505,52.60998344,NA,0.051639485254879,3.7291660997764,8.740380492,1.370887856,0.959949345466118,6.188494492,2.184675177,8.1,5.29,38.78,0,66.1,0,-2.8e-4,-1.18e-4,0,10273.96005,16080.15711,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,1.34016e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163532600,"+42.3689514,-083.0885598",73.2,19.8,17.3,14.5,19.4,14.2,6.4,10.5,9,6.3,47.1,35.3,83.9,64.1,82.3,25.4,23.8,54.6,4.565550062,2,14.4,0.47,0.9283,0.876,0.8343,0.6751,0.5379236,0,0.704,0.145,0.9467,0.5635,0.9142,0,3,0.9312,0.5741,0,0.979,0.6972,28.3,21.56,1.14,0,154.95,6.9,NA,76,79,6,21.28201389,15,0.309462938,47.6,6.6,190,10,1.192622696,NA,44.78,42.64,0.52,1.63,NA,0,2919.50638059692,55.9347496,1180,0.3,0.06,0.03,0.08,0.1,0.02,0.04,0.007,30,91.3865236879319,0.676930763,50.09630476,NA,0.049008496651226,4.68396946575491,7.878678867,1.012592912,1.09251092161179,4.63962298,1.730724045,8.288,5.198,38.66,1,68.7,0,-3.2e-4,-4.61e-5,0,12609.07763,20202.90848,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,1.69683e-6,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163532700,"+42.3752477,-083.0927712",NA,20.4,18.9,14.3,18.7,15.3,6.5,11,8.9,6,46.1,33.7,84.3,61.9,81.7,24.2,21.8,51.8,4.964843353,2,16.2,1.45,0.8678,0.9496,0.9472,0.8875,1.386963,0,0.2236,0.4558,0.9572,0.8021,0.933,0.3656,3,0.5756,0.5088,0.5416,0.9893,0.8663,33.9,32.24,1.14,0.01,205.59,6.9,NA,54,61,14,16.52424513,29,0.338492237,39.6,9.1,25,10,1.141758299,NA,117.45,111.08,1.54,4.83,NA,0,1620.25990939313,52.2633591,745,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,85.7435174888263,0.516206135,46.18474633,NA,0.0491877603169065,3.55949057755719,7.296668927,0.807211568,0.824429350096657,6.493537585,1.807886451,8.333,5.169,38.7,0,70.4,0,-3.3e-4,-9.68e-5,0,8181.747369,9544.278402,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533000,"+42.3655279,-083.0976664",71.9,25.6,18.9,11.3,25.2,15.4,9.6,15.1,14,8.1,58.3,41.8,86.5,58.9,81.3,23.5,19.2,46.8,4.066011932,2,17.1,1.48,0.9298,0.976,0.966,0.8734,1.786778,0,0.5202,0.8222,0.9439,0.9729,0.988,0.6676,3,0.7043,0.5405,0.8175,0.9285,0.93,61,30.2,1.14,0,192.36,6.9,NA,60,66,10,17.69416857,11,0.105393318,43.3,13.9,100,25,0.838195576,NA,11.45,11.35,0.06,0.04,NA,0,532.62050086467,51.6417999,1400,0.3,0.06,0.03,0.08,0.1,0.02,0.04,0.007,30,95.8391664828912,0.751534012,42.86808205,NA,0.0472880518617305,3.72450947182031,6.062211249,0.492284805,1.18479871954811,5.035871863,1.304751545,8.4,5.21,38.61,1,58,0,-3.2e-4,-1.5e-4,0,11065.06927,17838.84361,1114209444883,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,3.48943e-7,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533100,"+42.3718956,-083.1019312",69.7,20.4,17.8,13.2,20.2,15.2,7.1,11.3,9.6,7,52.5,37.5,85.9,63.7,81.4,25.6,23,53.8,4.522937843,2,14.7,2.01,0.9304,0.9496,0.8447,0.831,0.7930214,0.7930214,0.8213,0.251,0.8324,0.8983,0.984,0,3,0.7819,0.5741,0,0.953,0.6845,67.2,28.34,1.14,0,283.54,6.9,NA,53,51,8,14.72584738,14,0.104230065,47.6,8.4,150,15,0.799022274,NA,6.02,5.93,0.05,0.03,NA,0,345.668794462827,51.3118095,1200,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.007,30,90.2772727155889,0.570404321,38.74360003,NA,0.047510464476698,3.28699663816198,5.368028939,0.286955688,0.945386662601799,7.04059594,1.342961669,8.478,5.182,38.61,2,70.8,0,-3.3e-4,-1.71e-4,0,10653.05986,18025.70645,1433633414035,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533200,"+42.3687113,-083.1111289",69.5,21.5,17.6,13.2,21.5,14.5,7.5,11.5,10.5,6.9,53.3,37.7,85.9,61.5,82.3,24.8,22.2,51.9,4.32836616,1,14.6,2.95,0.9272,0.981,0.9093,0.3893,2.868069,0,0.7678,0.1415,0.9794,0.916,0.973,0,3,0.6597,0.5495,0,0.8936,0.5828,34.7,27.12,1.14,0,197,6.9,NA,47,50,14,11.16835635,8,NA,36.7,5.6,20,50,0.367074825,NA,9.76,9.7,0.03,0.02,NA,0,261.237083297553,51.633091,884,0.3,0.06,0.03,0.08,0.1,0.02,0.04,0.007,30,88.1563948161155,0.598916151,31.29991259,NA,0.045836828994578,2.42887974362515,3.598940531,0.059560429,0.949101864969069,8.045616448,0.858499964,8.641,5.032,38.4,1,69.7,0,-3.3e-4,-5.81e-5,0,10770.06426,16354.69601,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533300,"+42.3621943,-083.1067231",72,25.3,21.4,13,23,16.4,8.3,14.1,11.3,6.3,54.3,38.3,84.7,56.6,80.3,22.2,19.9,44.1,3.760166236,1,18.4,2.59,0.9953,0.9749,0.326,0.9028,2.638523,0,0.6596,0.7181,0.9866,0.8504,0.9514,0,3,0.4731,0.5088,0,0.9285,0.9267,34.2,34.32,1.14,0,158.93,6.9,NA,33,73,17,14.11053903,8,NA,44.3,8.7,100,60,0.517471243,NA,10.49,10.43,0.04,0.02,NA,0,850.363833783257,48.8320808,842,0.3,0.05,0.02,0.08,0.1,0.02,0.04,0.008,30,89.076140134083,0.787489891,35.83577776,NA,0.0455860888559355,2.9943171042292702,4.346479995,0.086222062,1.15506859360484,5.918825686,0.7262033,8.633,5.129,38.59,1,63.7,0,-3.3e-4,-7.34e-5,0,11910.14229,17714.9097,1636784393481,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533400,"+42.3633711,-083.1191094",67.7,27.8,22.7,11.6,25.5,17.1,9.2,15.6,12.5,6.3,53.7,38,85.3,55.7,81.4,20.9,19.1,40.6,3.721072179,1,18.4,3.96,0.9819,0.9615,0.9913,0.793,2.818035,1.207729,0.2284,0.9095,0.6992,0.9372,0.9967,0,3,0.4949,0,0,0.9457,0,102.2,23.99,1.14,0,188.87,6.9,NA,41,52,17,7.552351218,11,NA,44.1,18.2,220,105,0.213550844,NA,72.93,68.69,1.32,2.92,NA,0,2425.67674052007,53.2235985,2010,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.007,30,90.5946481827687,0.594754006,24.02500371,NA,0.044325675061227,2.10553008309097,2.979165758,0.009658547,0.825899238887461,7.84267807,0.765289137,8.683,5.019,38.13,2,74.7,0,-3.3e-4,-1.81e-4,0,17912.72438,30319.87151,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.92734e-4
MI,Wayne,26,26163,26163533500,"+42.3624806,-083.1312395",72,25.5,21.5,12.4,23.5,16.4,8.4,14.1,11.5,6.3,52.6,37.3,85.1,56,80.9,22.1,19.7,43.3,3.14848268,1,18.4,NA,0.983,0.9436,0.9834,0.8432,1.680672,0,0.6425,0.9143,0.9347,0.9643,0.9967,0,3,0.5292,0,0.8139,0.9417,0,34.9,27.05,1.14,0,131.49,6.9,NA,42,45,12,2.060893238,8,NA,40.5,9.4,70,4,0.019233493,NA,166.47,155.93,3.18,7.36,NA,0,5985.10702324522,NA,746,0.3,0.04,0.02,0.07,0.09,0.02,0.04,0.008,30,94.9811801084678,0.389140703,17.74617462,NA,0.0441770667380525,2.08554120960279,2.903534094,NA,0.887480392217581,8.782822418,1.034073204,8.967,5.001,38.01,0,71.4,0,-3.3e-4,-1.01e-4,0,7003.010946,13080.3305,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163533600,"+42.3563635,-083.1217128",71.1,26,21.9,12.5,23.2,16.7,8.6,14.5,11.4,6.3,52.3,36.8,84.9,55.9,80.6,21.5,19.6,42.4,3.060877991,1,18.8,4.44,0.9857,0.9915,0.9743,0.8535,0,0,0.4828,0.8837,0.982,0.8747,0.9627,0,3,0.4293,0,0.397,0.9403,0,33.8,26.18,1.14,0,180.35,6.9,NA,27,42,14,6.276634845,0,NA,32.6,3.8,55,75,0.195781489,NA,65.43,61.42,1.2,2.82,NA,0,1192.89734591258,52.6484985,1210,0.3,0.04,0.02,0.07,0.09,0.02,0.04,0.008,30,88.2381125379963,0.667744994,23.68847847,NA,0.045078295977842,2.31835154293448,3.56265099,NA,0.994336944793313,7.127093744,1.436164021,8.883,5.063,38.11,0,66.4,0,-3.3e-4,-8.55e-5,0,13168.34807,24170.52414,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.48025e-4
MI,Wayne,26,26163,26163533700,"+42.3569040,-083.1335477",NA,19.9,17.6,14.5,18.9,14.8,6.6,10.7,9,6.7,51.1,36.6,85,63.9,81.2,25.1,23,54.6,2.681020594,1,15.4,NA,0.7131,0.7978,0.639,0.8734,3.367003,0,0.8423,0.0961,0.9653,0.293,0.9742,0.3103,3,0.3915,0,0,0.9163,0.6536,31.6,20.28,1.14,0,91.89,6.9,NA,32,45,9,1.334342858,6,NA,42.2,11.9,55,25,NA,NA,16.19,15.95,0.14,0.1,NA,4,1008.55361912295,NA,919,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.008,30,84.8673769025952,0.435849854,18.02901096,NA,0.0451752967065975,2.95712414957044,3.244096703,NA,1.00954018284208,8.423939514,1.568390153,9.233,5.035,37.97,1,72.1,0,-3.3e-4,-3.48e-5,0,10326.89081,12264.54001,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.40943e-4
