STATE,County_Name,GEOID.State,GEOID.County,GEOID.Tract,LatLong,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI),Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs),Facilities with Enforcement or Violation,TSCA Facilities,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26,26163,26163533900,"+42.3685171,-083.0774349",74.4,17.1,16.3,15.5,16.4,13.9,5.2,8.8,7.5,6,45.6,34.6,84.1,66.3,83.1,28.3,26.2,60.5,4.335251125,2,11.7,0.82,0.9068,0.4601,0.5641,0.5385,0.9705597,3.558719,0.1327,0.0264,0.8356,0.3022,0.7933,0,3,0.9799,0,0.2699,0.9515,0.8107,52.9,22.14,1.14,0,136.67,6.9,0.38,93,92,3,29.62601936,NA,0.493475337,33.5,7.8,205,15,1.387892675,NA,84.03,79.29,1.37,3.36,NA,8,6071.62427976743,54.7700005,2030,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,89.7657305972013,0.644101458,59.14290537,NA,0.050605506066847,4.73356694695584,9.930072239,1.561721945,1.0056585868012,3.890743852,2.108797602,8.067,5.156,38.78,0,84.8,0,-3e-4,-9.23e-5,0,82270.74206,25534.14323,941861760000,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.3333333333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.08208e-4
MI,Wayne,26,26163,26163534100,"+42.3750600,-083.1423228",72.9,21.6,18.9,13.3,20.6,15.6,7.1,11.6,9.7,6.4,50.9,36.4,85.5,61.3,81.2,24.6,23.2,51.4,3.002562421,2,15.1,6.5,0.9168,0.8203,0.9049,0.7115,4.421983,1.263424,0.4584,0.1516,0.6351,0.4921,0.9716,0.3395,3,0.5615,0,0,0.9431,0.5022,32.7,41.47,1.14,0,128.76,6.9,0.14,47,53,10,0.330059133,8,NA,52.4,16.6,120,15,NA,NA,88.28,83,1.65,3.63,NA,0,4840.1881032946,55.7645988,1320,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.007,30,91.1315341327085,0.057253891,12.90915977,NA,0.04260102741278,2.01522495713412,2.472559637,NA,0.264564032713633,11.77142687,1.059391028,8.867,4.86,37.91,0,74.3,0,-3.2e-4,-9.82e-5,0,15786.0408,20458.44047,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163534200,"+42.3798594,-083.1559200",70.7,23.2,19.9,12.9,22.2,15.9,7.7,12.9,10.6,6.6,52.2,37.2,85.4,61.2,80.2,23.7,22.3,47.5,3.178447747,2,16.9,6.55,0.9783,0.9812,0.9741,0.7635,2.02781,0,0.4156,0.8263,0.9586,0.9716,0.984,0,2,0.3669,0,0.6049,0.8708,0.5022,34.3,55.03,1.14,0,149,6.9,NA,20,39,10,0.23869422,4,NA,35,8,255,40,NA,NA,93.6,88.09,1.72,3.79,NA,0,3149.99339485328,56.7244797,2560,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,95.3930494241568,NA,11.71216769,NA,0.041383516490555,1.98983125225732,2.345284286,NA,0.251815313672901,11.11458927,1.3884169180000001,8.8,4.848,37.7,1,71.2,0,-3.3e-4,-8.48e-5,0,22062.16222,41270.48922,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.52446e-4
MI,Wayne,26,26163,26163534300,"+42.3749313,-083.1627851",71.6,24.1,21.2,13.4,21.7,16.4,7.5,13.2,10.1,6.1,51.3,36.5,84.7,60.2,81.1,22.6,21.3,45.8,2.890527308,2,17.5,6.97,0.9727,0.9806,0.9412,0.7784,4.881025,0,0.0914,0.9294,0.8847,0.9965,0.9918,0,3,0.414,0,0,0.9375,0,34.2,45.85,1.14,0,215.13,6.9,NA,20,42,9,0.063621426,7,NA,33.1,12.7,80,80,NA,NA,29.14,28.32,0.43,0.38,NA,5,1688.53065676465,51.9994888,931,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.007,30,95.4154007164318,NA,11.10023253,NA,0.042044382079305,1.82744461534378,2.523167951,NA,0.287057009258897,10.11206694,1.536245857,8.9,4.868,37.52,0,62.7,0,-3.3e-4,-1.2e-4,0,7673.702405,15018.3466,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,16.6666666666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163534400,"+42.3693259,-083.1588593",70.1,24.4,21.2,13,22.3,16.5,7.7,13.7,10.4,6.2,51.1,36.6,84.7,58.5,80.5,22,21.7,44.9,2.513980865,2,18.3,7.98,0.9829,0.9964,0.9141,0.8981,2.93772,0,0.3451,0.7858,0.9794,0.9204,0.9716,0.2009,3,0.6767,0,0.4656,0.9505,0.6342,35.1,39.46,1.14,0,204.33,6.9,NA,41,52,10,0.067988788,0,NA,49.8,16.1,140,25,NA,NA,16.3,16.11,0.11,0.08,NA,4,839.181720191326,51.2720718,1090,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.007,30,94.7422165719535,NA,11.58601839,NA,0.043107318432501,1.72827683185303,2.853191679,NA,0.348832925451129,10.395643,1.423695369,9.002,4.869,37.59,0,65.7,0,-3.1e-4,-8.19e-5,0,10787.16885,19379.56372,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.52713e-4
MI,Wayne,26,26163,26163534500,"+42.3652492,-083.1451954",70.1,27.1,21.9,12,25.1,16.8,9.2,15.4,12.5,6.8,55.1,38.9,85.3,57.4,80.4,21.7,19.8,42.1,2.637335025,1,18.9,NA,0.9753,0.995,0.9845,0.8175,5.464481,0,0.3919,0.5832,0.7409,0.8892,0.9967,0,2,0,0,0,0.9257,0,68.1,55.95,1.14,0,127.4,6.9,NA,33,44,20,0.188042123,6,NA,24.3,13.2,30,35,NA,NA,61.09,57.99,1,2.1,NA,8,3286.55499101632,NA,812,0.3,0.04,0.02,0.08,0.09,0.02,0.04,0.008,30,88.6095703406686,0.11854001,13.2752176,NA,0.043999354829456,2.12580762841174,2.805097716,NA,0.713328867053411,10.05746937,1.108336609,8.967,4.967,37.83,3,79,0,-3.3e-4,0,0,8600.958978,9693.018422,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.90503e-4
MI,Wayne,26,26163,26163534600,"+42.3555106,-083.1437193",69.3,22.8,19.3,13.1,21.7,15.6,7.7,12.5,10.6,6.8,51.5,37,85.3,60.5,80.1,23.4,22.5,49.8,2.314803958,1,16.7,NA,0.956,0.9136,0.9565,0.8175,1.568217,0,0.2657,0.9513,0.5836,0.7782,0.953,0.6799,2,0.2726,0,0.81,0.8929,0,34.7,56.29,1.14,0,82.72,6.9,NA,15,44,11,0.249487421,0,NA,33.7,7.2,65,20,NA,NA,19.18,18.97,0.12,0.08,NA,0,125.975195761447,NA,1100,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.009,30,90.290191145001,0.20185188,17.17717139,NA,0.045950749162846,2.58403462163039,3.615867058,NA,1.24500109872643,8.532467206,1.812693488,9.3,5.004,37.93,0,66.2,0,-3.1e-4,-1.1e-4,0,11215.96182,18839.96565,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.3733e-4
MI,Wayne,26,26163,26163534700,"+42.3591263,-083.1538569",73.5,20.8,17.9,13.3,20.3,15.1,7,11.4,9.9,6.8,52.8,37.6,85.6,63.1,81.2,25.6,23.6,52.8,2.256434166,2,15.5,7.81,0.9209,0.9923,0.7285,0.7891,1.354096,0,0.7534,0.6115,0.9961,0.9474,0.9967,0,2,0.4916,0,0.6159,0.9375,0,32.2,62.82,1.14,0,134.16,6,NA,48,50,9,NA,7,NA,40.8,5.2,75,40,NA,NA,7.71,7.64,0.04,0.03,NA,0,308.183017241641,52.3579483,3140,0.3,0.04,0.02,0.07,0.08,0.02,0.03,0.009,30,93.5879856872201,0.036748927,15.15155957,NA,0.045840957558744,2.19791050148601,3.574736183,NA,0.859181420658635,9.260194302,1.423872016,9.283,4.896,37.79,0,68,0,-3.3e-4,-1.06e-4,0,16790.11294,30108.28519,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.71857e-4
MI,Wayne,26,26163,26163535000,"+42.3603948,-083.1762139",72,23,20.2,13.4,21.5,16,7.2,12.7,9.9,6.1,50.9,36.7,84.8,60.9,81.1,23.2,22.7,48,2.290779554,2,16.5,8.58,0.961,0.9505,0.9527,0.7829,1.576044,0.394011,0.7943,0.8381,0.9653,0.9474,0.9627,0,2,0.7389,0,0,0.9233,0,32.4,58.29,1.54,0,217.93,6,NA,46,47,11,0.079066314,8,NA,34.7,11.5,145,40,0.076696008,NA,14.55,14.42,0.08,0.06,NA,2,575.239835473318,51.2404709,2440,0.3,0.05,0.02,0.07,0.09,0.02,0.03,0.007,30,92.132687327214,NA,12.22093209,NA,0.044635757734715,2.18651902160652,3.251975695,NA,0.386351395903964,7.33366105,1.323766982,9.2,4.775,37.51,3,70.7,0,-3.2e-4,-1.1e-4,0,17836.2857,26305.76466,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.98281e-4
MI,Wayne,26,26163,26163535100,"+42.3694786,-083.1753696",68.8,26.9,22.6,12.8,24.3,17.1,8.8,15.7,12.1,6.3,52.5,37.7,84.4,57.1,79.9,21.1,20.4,40.8,2.432111382,2,20.4,7.48,0.986,0.9246,0.9725,0.964,1.763668,0,0.6068,0.9467,0.9586,0.9895,0.9967,0,3,0.6855,0,0.8878,0.8961,0.6845,33.8,58.2,1.13,0,195.81,6.9,NA,35,48,11,NA,0,NA,36.2,10.9,60,45,NA,NA,16.9,16.65,0.14,0.1,NA,0,789.344651567957,51.8377991,1730,0.3,0.05,0.02,0.07,0.09,0.02,0.03,0.006,30,95.4868357847246,NA,10.36368977,NA,0.043173505520605,2.01296279717787,2.907082298,NA,0.30066581720497,8.564594555,1.555105706,9.045,4.888,37.38,2,67.6,0,-3.3e-4,-1.18e-4,0,12822.28567,20460.18537,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.58443e-4
MI,Wayne,26,26163,26163535200,"+42.3783005,-083.1753987",70.2,21.4,20,14.4,19.2,15.8,6.4,11.5,8.7,5.7,48.8,35.1,84.2,61.8,81.4,23.4,22.9,49.6,3.142463878,2,16.9,6.15,0.9663,0.6972,0.9208,0.8907,2.178649,0.4357299,0.5139,0.532,0.9347,0.6437,0.9504,0,2,0.7405,0.5883,0,0.9473,0,34,58.98,1.12,0,149.83,6.9,NA,40,42,8,0.105113034,11,NA,43.6,8.4,190,110,NA,NA,82.17,77.57,1.48,3.12,NA,5,1513.9296198222,54.3269501,1530,0.3,0.05,0.03,0.08,0.1,0.02,0.03,0.006,30,89.7617856047991,NA,10.07226485,NA,0.0416620058338475,1.98016737279991,2.612653583,NA,0.238927939153817,8.442336231,1.590488942,8.867,4.773,37.35,0,65.9,0,-3.3e-4,-1.42e-4,0,15145.86536,24572.85182,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.15083e-4
MI,Wayne,26,26163,26163535300,"+42.3727250,-083.1899689",70.7,21.6,19.2,13.7,20.2,15.5,6.6,11.6,9.1,6,50.4,36.3,85,62.8,81.8,24.4,24.3,50.8,2.231010654,2,15.6,7,0.871,0.9731,0.9394,0.7891,0.8930565,0,0.3048,0.8805,0.904,0.968,0.9867,0.2009,3,0.5615,0,0.5682,0.8771,0.44,31.7,70.4,1.12,0,150.69,6.9,NA,52,46,7,NA,15,NA,38,9.9,135,75,NA,NA,44.97,42.58,0.77,1.63,NA,3,790.482780700285,55.621151,3370,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.005,30,97.0188384419929,NA,8.865126882,NA,0.043063369775814,2.42666149021131,3.01245724,NA,0.226236037947269,6.885714206,1.442255156,9.083,4.702,37.1,3,73,0,-3.2e-4,-1.16e-4,0,21166.67884,39645.16237,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,16,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.82873e-4
MI,Wayne,26,26163,26163535400,"+42.3619120,-083.1897249",72.5,21.7,19.8,14,19.9,15.9,6.6,11.8,9,5.9,48.7,35.2,84.6,62.1,82.3,24.2,23,49.8,1.772283187,2,16.2,NA,0.9552,0.9904,0.9518,0.7951,1.474926,0,0.4887,0.7128,0.975,0.86,0.988,0.4326,3,0.5263,0.635,0.675,0.9118,0,33.3,78.69,1.54,0,146.84,6.9,NA,53,45,9,NA,12,NA,47.1,7.8,95,60,NA,NA,15.36,15.24,0.07,0.05,NA,1,601.964639395949,NA,1230,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.005,30,93.2629209146783,NA,9.808473905,NA,0.044700336396044,3.5493159526074902,2.94240789,NA,0.250525347501972,5.72515349,1.287960017,9.317,4.761,37.2,2,74.8,0,-3.2e-4,-8.63e-5,0,10360.35047,14974.55841,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.60297e-4
MI,Wayne,26,26163,26163535500,"+42.3546687,-083.1894514",69.2,23.4,20.9,13.3,21.2,16.2,7.1,12.6,9.7,5.7,49.2,35.4,84.7,59.5,82.1,22.4,21.9,46.6,1.773074204,2,16.4,NA,0.9617,0.9681,0.9513,0.6157,1.701838,0,0.4094,0.8719,0.8136,0.9764,0.9547,0,3,0.7667,0,0.8254,0.9168,0,32.3,62.84,1.54,0,157.88,6,NA,36,44,8,0.108672617,19,NA,28.7,4.2,290,35,0.090396327,NA,13.89,13.77,0.07,0.05,NA,0,417.601788780445,NA,1860,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.006,30,97.9527045627289,NA,11.01954746,NA,0.046503618728385,2.40468083703319,3.011882132,NA,0.27893322508154,4.971878745,1.019568518,9.4,4.761,37.23,1,65.9,0,-3.3e-4,-1e-4,0,12403.27209,26383.94645,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.59384e-4
MI,Wayne,26,26163,26163535600,"+42.3551099,-083.1675599",75.7,20.6,16.3,12.3,21.4,14.6,7.3,11.5,10.4,7.7,52.4,38.1,86.7,65.8,82.3,26.5,24.5,56.3,2.32321434,2,13.2,9.41,0.9416,0.9697,0.7448,0.6268,1.686747,0.2409639,0.6251,0.7513,0.9572,0.962,0.9417,0.2381,2,0.4392,0,0.319,0.7996,0,29.4,81.47,1.34,0,182.79,6,NA,36,48,6,0.043130264,10,NA,21.9,2.2,225,80,0.035591495,NA,8.35,8.28,0.04,0.03,NA,0,296.169429000928,50.0419388,4640,0.3,0.05,0.02,0.07,0.09,0.02,0.03,0.008,30,95.3404887529238,NA,14.93906708,NA,0.0463131953680315,2.16726248371164,3.693724775,NA,0.552571843186793,7.87446917,1.375180401,9.283,4.884,37.56,2,60.6,0,-3.1e-4,-4.81e-5,0,19360.52194,33822.28275,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.01075e-4
MI,Wayne,26,26163,26163535700,"+42.3624512,-083.1629391",68.6,19.9,17.9,13.9,19.5,15.1,6.4,10.8,8.7,6.5,49.9,35.9,85.5,65.1,80,26.5,25,54.7,2.360398803,2,14.6,8.74,0.9488,0.9707,0.886,0.739,4.042037,0,0.6718,0.7954,0.9365,0.9716,0.9802,0,2,0.488,0.5405,0,0.9392,0,33.9,57.61,1.14,0,157.09,6.9,NA,46,52,8,NA,25,NA,35.8,4.1,40,55,NA,NA,14.61,14.52,0.05,0.04,NA,0,231.223711947875,49.9285011,1340,0.3,0.05,0.02,0.07,0.09,0.02,0.03,0.008,30,91.7957341558548,NA,13.06428856,NA,0.044683673702984,2.07766481471489,3.304291248,NA,0.448927793194121,9.386191096,1.351796702,9.067,4.91,37.51,0,61.2,0,-3.3e-4,-8.34e-5,0,7022.420124,14681.02673,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,15,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163536100,"+42.4134413,-083.1504213",71.7,21.5,18.8,13.2,20.7,15.5,7.4,11.9,10.1,6.7,49.9,35.9,85.4,62.5,80.5,24.5,22.1,50.6,3.6563050010000002,2,15.7,3.62,0.9472,0.998,0.9586,0.6192,1.274697,0.3186743,0.6425,0.7128,0.8969,0.9454,0.9802,0,1,0.6234,0,0.6373,0.9594,0.9007,32.8,45.42,1.17,0,217.37,6.9,NA,34,36,9,1.049617561,8,0.046170012,41.4,9.1,170,75,0.309235806,NA,12.48,12.28,0.12,0.08,NA,0,706.857722728885,52.0489502,2580,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,94.5355343986707,NA,15.72538791,NA,0.044794697458924,1.5934036812026,2.140395522,0.021178515,0.192761874153918,8.721423298,0.188024576,8.517,4.781,38.62,2,61.6,0,-3.3e-4,-1.09e-4,0,20950.63962,37691.08715,882329331648,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.00632e-4
MI,Wayne,26,26163,26163536200,"+42.4127063,-083.1641142",72.4,19.2,16.3,13.6,19.4,14.4,6.6,10.4,9.2,7.3,51.7,37,86.1,66.8,81.3,27.4,25.7,57.9,4.193188259,2,13.4,2.2,0.9068,0.9707,0.8954,0.6536,2.42483,0.4849661,0.3272,0.9118,0.8491,0.8348,0.9967,0,1,0,0,0,0.771,0,31,67.76,1.16,0,151.89,6.9,NA,44,50,7,0.788109907,5,NA,26,7,75,40,0.286139465,NA,69.54,68.7,0.5,0.34,NA,0,5174.99890123688,57.1343689,1520,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,95.7321293950075,NA,10.83138096,NA,0.0429451006229115,1.59780628305602,2.28081277,NA,0.168473826738459,7.30299086,0.226680691,8.467,4.819,38.25,0,71.1,0,-3.3e-4,-1.15e-4,0,11513.86332,19690.11914,882329331648,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163536300,"+42.4061973,-083.1501123",67.2,23.3,20.9,13.5,21.1,16.3,7.4,12.8,10,6.2,50.6,36.3,84.7,60,79.9,23.6,21.9,47,3.92378214,2,17.7,4.04,0.9277,0.9637,0.9515,0.9162,5.237711,0,0.4647,0.4412,0.9467,0.7851,0.9828,0,2,0.3527,0,0.3397,0.9333,0.7313,33.8,54.85,1.13,0,134.6,6.9,NA,21,37,12,0.889847446,5,NA,29.1,2.8,20,75,0.096553824,NA,57.9,57.24,0.39,0.27,NA,0,4746.90211397869,56.240181,1840,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,85.6500988857243,NA,16.30081068,NA,0.044294302740656,1.8931770011271,1.966540601,NA,0.172305581333018,10.11391136,0.497830979,8.5,4.831,38.16,0,70.4,0,-3.2e-4,-1.05e-4,0,17035.77651,30690.44035,882329331648,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.99256e-4
MI,Wayne,26,26163,26163536400,"+42.3989571,-083.1498100",68,20.6,18.3,13.7,19.8,15.1,6.8,11.2,9.4,6.6,50.7,36.5,85.3,63.8,80.7,25.3,24,52.7,4.089786189,2,15.8,4.7,0.9403,0.9962,0.9056,0.8064,4.69684,0,0.5008,0.3488,0.9185,0.8983,0.973,0,2,0.3048,0,0,0.9302,0,33.9,48.36,1.13,0,143.52,6.9,NA,26,35,10,0.810147749,4,NA,39,5.7,145,80,NA,NA,12.78,12.61,0.1,0.07,NA,0,520.917947972516,51.5633202,1550,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.006,30,88.2607069373118,NA,16.40872752,NA,0.0437787330992655,4.61866110898274,1.888843258,NA,0.169181274918667,11.14077248,0.758792492,8.569,4.831,38.14,1,62.7,0,-3.2e-4,-6.03e-5,0,14802.78495,28091.28549,1367715839336,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.99915e-4
MI,Wayne,26,26163,26163536500,"+42.3884460,-083.1445271",72,20.9,18.1,13.6,20.3,15.2,7.1,11.5,9.7,6.8,50.3,35.9,85.4,63.3,81,24.9,22.7,52.2,3.571617499,2,15.7,6.26,0.8965,0.9424,0.9476,0.793,0.77101,0,0.4395,0.5394,0.9826,0.7511,0.9521,0,3,0.5022,0,0.8175,0.8953,0,67.8,47.2,1.13,0,156.93,6.9,NA,58,52,8,0.619103048,7,NA,32.7,7.2,150,45,NA,NA,36.52,34.96,0.59,0.98,NA,4,4200.34448302634,53.488781,2250,0.3,0.05,0.03,0.09,0.1,0.02,0.04,0.006,30,91.2290841618922,NA,15.65829774,NA,0.0434657994291725,2.77022484963634,2.031536034,NA,0.216302800778743,12.01503134,0.987209073,8.717,4.833,38.03,1,71.8,0,-3.1e-4,-1.27e-4,0,15813.69745,23149.84762,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.96137e-4
MI,Wayne,26,26163,26163536600,"+42.3899155,-083.1588972",75.4,20.6,18.4,14,19.7,15.4,6.8,11.5,9.3,6.6,49.8,35.9,85,63.9,79.9,25.4,24.1,52,3.725715512,2,16.6,5.07,0.9119,0.9923,0.7612,0.895,2.703616,0.337952,0.5753,0.4788,0.9279,0.7782,0.9918,0,2,0,0.6939,0.319,0.8906,0,68.6,58.94,1.13,0,132.75,6.9,0.2,38,47,8,0.523207982,7,NA,40,9.3,75,55,NA,NA,77.89,73.9,1.24,2.75,NA,0,1679.05410363782,55.5865784,1820,0.3,0.05,0.03,0.08,0.09,0.02,0.04,0.006,30,89.3055156527952,NA,12.5906863,NA,0.042097628093884,2.86188629547523,1.986708403,NA,0.196137195485679,10.73399249,1.258582294,8.689,4.938,37.72,2,74.1,0,-3.3e-4,-9e-5,0,23759.56515,28857.2598,1636801120768,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,6.71959e-4
MI,Wayne,26,26163,26163536700,"+42.3987581,-083.1643604",68.7,21.9,19.1,13.1,21.2,15.6,7.3,12.1,10,6.5,51.3,37,85.4,62.8,80.7,23.9,23.2,50.1,4.08692176,2,16.1,3.64,0.8993,0.9935,0.953,0.7698,2.066116,0,0.6876,0.4558,0.9883,0.6544,0.988,0,2,0.5495,0,0.7664,0.9112,0.7097,33.5,50,1.13,0,192.51,6.9,NA,43,35,11,0.66208031,0,NA,34.4,14.2,75,0,NA,NA,22.99,22.81,0.11,0.07,NA,0,762.668687012467,50.5911598,755,0.3,0.05,0.03,0.08,0.1,0.02,0.03,0.005,30,90.7160634262243,NA,11.74985354,NA,0.0419262751454005,2.89037709528187,1.940671904,NA,0.162514683163784,9.720351219,1.065090974,8.625,4.888,37.92,2,62.3,0,-3.3e-4,-8.44e-5,0,6918.016231,13626.73931,1388794878733,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
MI,Wayne,26,26163,26163536800,"+42.4064903,-083.1658850",71.5,20.8,19,14.2,19.4,15.6,6.5,11.2,8.8,6,48.3,35,84.8,62.4,81.8,24.7,23.7,51.5,4.178500712,2,15.8,2.61,0.9316,0.9994,0.9612,0.7762,4.753417,0.5941771,0.1665,0.5096,0.906,0.9358,0.9596,0.1777,2,0.2585,0.6612,0,0.8763,0.6699,97.5,59.33,1.14,0,131.61,6.9,NA,33,41,8,0.714158058,7,NA,25.2,12.9,40,75,0.125831569,NA,74.87,74.13,0.43,0.31,NA,0,3931.64914938562,54.5493202,1200,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,94.4246952405495,NA,11.0584507,NA,0.0421595929087815,1.94450231927841,1.946634561,NA,0.15256107659526,8.192430894,0.620069455,8.633,4.822,38.16,0,70.2,0,-3.3e-4,-1.21e-4,0,9385.670066,16130.08519,882329331648,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,19,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,5.33619e-4
