row#,Name,FIPS,Source,ToxPi Score,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
234,26163540100,26163540100,"+42.4409076,-083.2102951",0.442963732026993,0.497631033461652,0.342971528578457,0.488288634040869
235,26163540200,26163540200,"+42.4338414,-083.2097474",0.307476819963332,0.0151515151515152,0.409838620632673,0.497440324105808
236,26163540300,26163540300,"+42.4266089,-083.2094015",0.374852958338845,0.193602693602694,0.420140310290047,0.510815871123795
237,26163540400,26163540400,"+42.4193657,-083.2091493",0.337292717596612,0.182816218646838,0.330213657719507,0.498848276423491
238,26163540500,26163540500,"+42.4237296,-083.2251159",0.399894889643626,0.304028339858959,0.36301719702404,0.532639132047879
239,26163540600,26163540600,"+42.4224753,-083.2339950",0.476353477640073,0.490897026727646,0.366453597328997,0.571709808863577
240,26163540700,26163540700,"+42.4334044,-083.2292261",0.491502772545563,0.541714649206506,0.331516860895267,0.601276807534916
241,26163540800,26163540800,"+42.4405745,-083.2295474",0.498308954184387,0.647374943791882,0.251906920497095,0.595644998264185
242,26163540900,26163540900,"+42.4401121,-083.2489699",0.444646238725306,0.457331183715549,0.37389913132307,0.502708401137299
243,26163541000,26163541000,"+42.4329511,-083.2487283",0.369901697462516,0.219853255683875,0.37447186470723,0.515379971996444
244,26163541100,26163541100,"+42.4222559,-083.2439581",0.420941366653534,0.240159466543831,0.384781065622101,0.63788356779467
245,26163541200,26163541200,"+42.4220120,-083.2537031",0.416596281197453,0.397893155222145,0.285125456778347,0.566770231591867
246,26163541300,26163541300,"+42.4215788,-083.2821395",0.466551274064676,0.56377016637603,0.321207659980396,0.514675995837603
247,26163541400,26163541400,"+42.4244065,-083.2688858",0.703022266214422,0.741327498656489,0.45637273864204,0.911366561344738
248,26163541500,26163541500,"+42.4362189,-083.2633513",0.452612835748804,0.470695006525625,0.389362932695377,0.497780568025409
249,26163541700,26163541700,"+42.4361333,-083.2731759",0.451678431922542,0.0589225589225589,0.458663672178678,0.83744906466639
250,26163541800,26163541800,"+42.4356241,-083.2828630",0.632106091275304,0.706697814189671,0.379626465164666,0.809993994471575
251,26163542100,26163542100,"+42.4121468,-083.2090072",0.478350984017219,0.456228956228956,0.463080291587016,0.515743704235685
252,26163542200,26163542200,"+42.4049237,-083.2086673",0.465126922865553,0.412457912457912,0.465771199585379,0.517151656553367
253,26163542300,26163542300,"+42.3984056,-083.2054071",0.333160091155717,0.240055275885895,0.338014098630322,0.421410898950935
254,26163542400,26163542400,"+42.3908903,-083.2036174",0.403175772780241,0.48575878217572,0.352339944491807,0.371428591673195
255,26163542500,26163542500,"+42.3927935,-083.2132702",0.450007970422406,0.617263843648209,0.272630479931798,0.460129587687213
256,26163542600,26163542600,"+42.3829687,-083.2077387",0.382755030634798,0.178451178451178,0.439990686040704,0.529823227412513
257,26163542700,26163542700,"+42.3824612,-083.2268100",0.430449702731181,0.679553405937771,0.0763406655725268,0.535455036683244
258,26163542800,26163542800,"+42.3901406,-083.2243491",0.48489667808057,0.806715362089955,0.219524011612404,0.428450660539349
259,26163542900,26163542900,"+42.3988392,-083.2260719",0.549222059760417,0.738684346176203,0.391126200392839,0.517855632712209
260,26163543000,26163543000,"+42.4068106,-083.2257349",0.488327429515951,0.78146283683743,0.247325053423819,0.436194398286605
261,26163543100,26163543100,"+42.4126595,-083.2284219",0.471908550313746,0.623482380811371,0.350417062572531,0.441826207557336
262,26163543200,26163543200,"+42.4112995,-083.2475927",0.460073429566254,0.437129163513528,0.341826061810138,0.601265063375096
263,26163543400,26163543400,"+42.4015679,-083.2374736",0.424435941474544,0.485950712335077,0.32581957208366,0.461537540004896
264,26163543500,26163543500,"+42.4040427,-083.2498756",0.472252967366705,0.711918314524178,0.166569646257328,0.53827094131861
265,26163543600,26163543600,"+42.3968066,-083.2510232",0.409381431660552,0.427636846203622,0.162635625143183,0.63787182363485
266,26163543700,26163543700,"+42.3894635,-083.2386147",0.369944648631043,0.378014674431613,0.206923877160895,0.524895394300623
267,26163543800,26163543800,"+42.3894072,-083.2540332",0.415685469988975,0.703731122297898,0.0786315991091649,0.464693688559863
268,26163543900,26163543900,"+42.3819469,-083.2493385",0.464032716621967,0.40766514219283,0.162823406580613,0.821609601092458
269,26163544000,26163544000,"+42.3823964,-083.2671854",0.615457127009412,0.721355794645697,0.335788888596785,0.789226697785754
270,26163544100,26163544100,"+42.3929346,-083.2685039",0.613928902673027,0.362863159280097,0.583044462888755,0.895879085850228
271,26163544200,26163544200,"+42.4073688,-083.2619700",0.453575442259638,0.506361113852971,0.255916054186212,0.598449158739731
272,26163544300,26163544300,"+42.4086903,-083.2749743",0.692332958876575,0.571825749350179,0.60471819639685,0.900454930882697
273,26163545100,26163545100,"+42.3757244,-083.2071726",0.461225950705788,0.586176641551234,0.252699358163047,0.544801852403083
274,26163545200,26163545200,"+42.3688227,-083.2069235",0.41042971526473,0.271043771043771,0.414202661238531,0.546042713511886
275,26163545300,26163545300,"+42.3616038,-083.2068681",0.462772275352466,0.501310608802466,0.409953167309505,0.477053049945428
276,26163545400,26163545400,"+42.3543681,-083.2066365",0.395558492112508,0.174398710229329,0.420827590351039,0.591449175757158
277,26163545500,26163545500,"+42.3471339,-083.2064028",0.572769168323868,0.631570866098553,0.50443915318083,0.582297485692219
278,26163545600,26163545600,"+42.3399009,-083.2060508",0.584602671560116,0.717566544928109,0.538773111200412,0.497468358551829
279,26163545700,26163545700,"+42.3328249,-083.2242628",0.458660016272307,0.740899768587065,0.196041942861864,0.439038337367992
280,26163545800,26163545800,"+42.3396092,-083.2268502",0.486245493706392,0.579947136950394,0.36442555780476,0.514363786364023
281,26163545900,26163545900,"+42.3468695,-083.2259311",0.452714286020385,0.542114960681736,0.349534489816613,0.466493407562807
282,26163546000,26163546000,"+42.3540965,-083.2261440",0.495056992385629,0.69250594983494,0.316315953535361,0.476349073786587
283,26163546100,26163546100,"+42.3508568,-083.2405854",0.536014702038516,0.455795742440694,0.370725625030515,0.781522738644339
284,26163546200,26163546200,"+42.3464216,-083.2528230",0.693985216803188,0.691354368878799,0.477826767868343,0.912774513662421
285,26163546300,26163546300,"+42.3664397,-083.2586109",0.738047683447047,0.854785641430593,0.440599097897975,0.918758311012573
286,26163546400,26163546400,"+42.3754399,-083.2413545",0.271027120846373,0.373156099540464,0.0860771331032385,0.353848129895417
287,26163546500,26163546500,"+42.3682497,-083.2411333",0.304064094890107,0.294031520415885,0.17771447456876,0.440446289685675
288,26163546600,26163546600,"+42.3610566,-083.2415451",0.322431095266648,0.347903574287939,0.175423541032122,0.443966170479882
289,26163546700,26163546700,"+42.3613063,-083.2262460",0.52091055649981,0.806984064313055,0.280806483717472,0.474941121468904
290,26163546800,26163546800,"+42.3697567,-083.2297901",0.470636116181919,0.609745665120258,0.311734086462085,0.490428596963415
291,26163546900,26163546900,"+42.3739170,-083.2228469",0.20331123490109,0.0824915824915825,0.0820679994141219,0.445374122797564
292,26163550100,26163550100,"+42.3681537,-082.9237513",0.593906068353526,0.833563649524562,0.46677770809,0.481376847446016
293,26163551600,26163551600,"+42.4340457,-082.9401024",0.487096622262014,0.827718005242435,0.433290644353224,0.200281217190382
294,26163552800,26163552800,"+42.3879631,-083.0514612",0.611408872249036,0.704197238399193,0.583996514776521,0.546032863571393
295,26163553300,26163553300,"+42.3971272,-083.1054361",0.407910364602071,0.37037037037037,0.446715139315049,0.406645584120793
296,26163553600,26163553600,"+42.4008134,-083.0848809",0.416237687275475,0.485846521677141,0.225281390483988,0.537585149665296
297,26163555400,26163555400,"+42.3676767,-083.2707820",0.579400896089318,0.592389694995558,0.358698223963165,0.787114769309229
298,26163573500,26163573500,"+42.3143412,-083.1525188",0.7908675581958,0.705387205387206,0.804735472289093,0.862479996911101
299,26163573600,26163573600,"+42.3391406,-083.1605742",0.68849183284918,0.712121212121212,0.715794672265057,0.63755961416127
300,26163577000,26163577000,"+42.2522226,-083.1670939",0.818519756363776,0.898556685201636,0.831608873799607,0.725393710090084
301,26163577100,26163577100,"+42.2577829,-083.1756791",0.801253127083787,0.942991258952171,0.800681271054994,0.660086851244195
302,26163578600,26163578600,"+42.2757597,-083.1776386",0.852589064082573,0.700567016527929,1,0.857200175719791
303,26163579900,26163579900,"+42.3201738,-083.2373533",0.633996979086955,0.609493414053675,0.397644094086012,0.894853429121177
304,26163985000,26163985000,"+42.3453308,-083.1280797",0.3886928614234,0.440496166880532,0.380172909147585,0.345409508242084
305,26163985100,26163985100,"+42.3777226,-083.0564328",0.554776926719338,0.691337917722283,0.412176499528669,0.560816362907062
306,26163985200,26163985200,"+42.3785776,-082.9715216",0.271108073839255,0.440496166880532,0.0887736745447239,0.28405438009251
307,26163985300,26163985300,"+42.3203926,-083.0701382",0.627759626730011,0.691337917722283,0.470595304712939,0.721345657754813
308,26163985500,26163985500,"+42.3418558,-082.9781710",0.592330688659038,0.440496166880532,0.344085072502413,0.992410826594169
309,26163985700,26163985700,"+42.3018740,-083.1653012",0.705723531849027,0.440496166880532,0.81560238407313,0.861072044593418
310,26163985900,26163985900,"+42.3662243,-083.0526570",0.345929838048361,0.440496166880532,0.263838553031356,0.333454794233195
