ToxPi Score,FIPS,Name,Source,Economic & Productivity Losses!1!0x88cceeff,Transition Risks!1!0x44aa99ff
0.22683414010905,26163545700,26163545700,"+42.3328249,-083.2242628",0.276619099890231,0.177049180327869
0.388195281711684,26163545800,26163545800,"+42.3396092,-083.2268502",0.599341383095499,0.177049180327869
0.373925248780839,26163545900,26163545900,"+42.3468695,-083.2259311",0.570801317233809,0.177049180327869
0.342092098396646,26163546000,26163546000,"+42.3540965,-083.2261440",0.507135016465423,0.177049180327869
0.394232603336273,26163546100,26163546100,"+42.3508568,-083.2405854",0.611416026344676,0.177049180327869
0.496867070954275,26163546200,26163546200,"+42.3464216,-083.2528230",0.816684961580681,0.177049180327869
0.461191988627162,26163546300,26163546300,"+42.3664397,-083.2586109",0.745334796926454,0.177049180327869
0.121455435388962,26163546400,26163546400,"+42.3754399,-083.2413545",0.0658616904500549,0.177049180327869
0.209271022655702,26163546500,26163546500,"+42.3682497,-083.2411333",0.241492864983535,0.177049180327869
0.207075632974033,26163546600,26163546600,"+42.3610566,-083.2415451",0.237102085620198,0.177049180327869
0.308063558330784,26163546700,26163546700,"+42.3613063,-083.2262460",0.439077936333699,0.177049180327869
0.337701319033309,26163546800,26163546800,"+42.3697567,-083.2297901",0.498353457738749,0.177049180327869
0.117613503446042,26163546900,26163546900,"+42.3739170,-083.2228469",0.0581778265642151,0.177049180327869
0.486278814489572,26163550100,26163550100,"+42.3681537,-082.9237513",0.972557628979144,0
0.454188335642691,26163551600,26163551600,"+42.4340457,-082.9401024",0.541163556531284,0.367213114754098
0.598608986701697,26163552800,26163552800,"+42.3879631,-083.0514612",0.613611416026345,0.583606557377049
0.467052959277321,26163553300,26163553300,"+42.3971272,-083.1054361",0.176728869374314,0.757377049180328
0.254854150546148,26163553600,26163553600,"+42.4008134,-083.0848809",0.345773874862788,0.163934426229508
0.382706807507513,26163555400,26163555400,"+42.3676767,-083.2707820",0.588364434687157,0.177049180327869
0.810141980529413,26163573500,26163573500,"+42.3143412,-083.1525188",0.639956092206367,0.980327868852459
0.724910474887981,26163573600,26163573600,"+42.3391406,-083.1605742",0.646542261251372,0.80327868852459
0.83589462129528,26163577000,26163577000,"+42.2522226,-083.1670939",0.67178924259056,1
0.806256860592755,26163577100,26163577100,"+42.2577829,-083.1756791",0.61251372118551,1
0.997262960896871,26163578600,26163578600,"+42.2757597,-083.1776386",0.997804610318332,0.99672131147541
0.420028432095877,26163579900,26163579900,"+42.3201738,-083.2373533",0.663007683863886,0.177049180327869
0.403285886523546,26163985000,26163985000,"+42.3453308,-083.1280797",0.00329308452250274,0.80327868852459
0.43395476057656,26163985100,26163985100,"+42.3777226,-083.0564328",0.28430296377607,0.583606557377049
0.12403951701427,26163985200,26163985200,"+42.3785776,-082.9715216",0.24807903402854,0
0.489937197459106,26163985300,26163985300,"+42.3203926,-083.0701382",0.396267837541163,0.583606557377049
0.36870310053805,26163985500,26163985500,"+42.3418558,-082.9781710",0.681668496158068,0.0557377049180328
0.820555685519426,26163985700,26163985700,"+42.3018740,-083.1653012",0.654226125137212,0.986885245901639
0.291803278688525,26163985900,26163985900,"+42.3662243,-083.0526570",0,0.583606557377049
