row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment
207,26163536800,26163536800,"+42.4064903,-083.1658850",0.549598610669294,0.446264971646645,0.628661217040187,0.523088562366511,0.600379691623834
208,26163536900,26163536900,"+42.4129308,-083.1776478",0.553216883593422,0.389052573680885,0.702907538437933,0.660949169035521,0.459958253219352
209,26163537000,26163537000,"+42.4057432,-083.1771291",0.571161773470746,0.482781778113814,0.680227059589511,0.667992438846519,0.453645817333139
210,26163537100,26163537100,"+42.3979765,-083.1765031",0.625279211544046,0.725772587818393,0.675753638546072,0.639201401163511,0.460389218648208
211,26163537200,26163537200,"+42.3881477,-083.1758564",0.546592175749585,0.592620498169429,0.448939804756301,0.468932425152363,0.675875974920249
212,26163537300,26163537300,"+42.3848282,-083.1918279",0.714239555919731,0.763939630660991,0.742928021482029,0.73545134982214,0.614639221713765
213,26163537500,26163537500,"+42.4053507,-083.1917756",0.367867277060445,0.148896052867278,0.396700915973187,0.585449365408465,0.340422773992852
214,26163537600,26163537600,"+42.4126361,-083.1920649",0.545629964685295,0.424069049181964,0.688379114127855,0.776475172924932,0.293596522506429
215,26163537700,26163537700,"+42.3980970,-083.1914647",0.64581072431306,0.753776742850681,0.604838831287028,0.838577994800636,0.386049328313893
216,26163537800,26163537800,"+42.3918919,-083.1877019",0.570589230797364,0.522138545313989,0.574114669225114,0.665049730909558,0.521053977740795
217,26163538100,26163538100,"+42.4413341,-083.1269354",0.270817087046145,0.09511682889118,0.189967160680521,0.254821549367604,0.543362809245275
218,26163538200,26163538200,"+42.4349753,-083.1300384",0.194087996564271,0.071529448233425,0,0.237517762349717,0.467304775673943
219,26163538300,26163538300,"+42.4269590,-083.1237435",0.385976216045454,0.333397286454777,0.185411457971946,0.589137025717109,0.435959094037984
220,26163538400,26163538400,"+42.4244427,-083.1362309",0.210378289278346,0.0585366975525396,0.0943709041640846,0.259410430916241,0.429195124480517
221,26163538500,26163538500,"+42.4206842,-083.1507627",0.476699766282307,0.195798302858653,0.525740368274063,0.6758182054836,0.509442188512911
222,26163538600,26163538600,"+42.4278669,-083.1510894",0.426267434048556,0.208987143750149,0.410963623928393,0.554814111289137,0.530304857226544
223,26163538700,26163538700,"+42.4240331,-083.1655643",0.482366441281422,0.287250605086799,0.514931580300323,0.691721739012788,0.435561840725778
224,26163538800,26163538800,"+42.4350112,-083.1659258",0.325569261110083,0.196679099877612,0.380036909171505,0.350154532533883,0.375406502857331
225,26163538900,26163538900,"+42.4350607,-083.1513465",0.368685111106031,0.127723891269205,0.414732637841586,0.462153147366249,0.470130767947084
226,26163539000,26163539000,"+42.4423439,-083.1516011",0.470636280007404,0.484543181943496,0.494228433254119,0.344480300908288,0.559293203923714
227,26163539100,26163539100,"+42.4421933,-083.1662919",0.474571824968868,0.370690014290153,0.67733133309358,0.392631672061945,0.457634280429793
228,26163539200,26163539200,"+42.4418860,-083.1852528",0.568487862239638,0.416090769763901,0.759389228914479,0.653260631775935,0.445210818504238
229,26163539300,26163539300,"+42.4348464,-083.1809086",0.315849238997107,0.111025982746114,0.338778066800605,0.331867457154421,0.48172544928729
230,26163539400,26163539400,"+42.4258579,-083.1758620",0.458273549516616,0.242431409655458,0.38982702356261,0.730463759707285,0.470372005141111
231,26163539500,26163539500,"+42.4198239,-083.1873321",0.403842469651842,0.241033371766547,0.407663557533845,0.542684195340082,0.423988753966892
232,26163539600,26163539600,"+42.4267839,-083.1911640",0.415512437723118,0.183948105590406,0.514621355936033,0.604662218792398,0.358818070573636
233,26163539700,26163539700,"+42.4346911,-083.1956884",0.416133338189475,0.338076413499643,0.547471849291156,0.322085278798202,0.456899811168898
234,26163540100,26163540100,"+42.4409076,-083.2102951",0.467557076225715,0.310540800683518,0.534609675007946,0.692220764010089,0.332857065201306
235,26163540200,26163540200,"+42.4338414,-083.2097474",0.62976234699582,0.592650770725153,0.745908956856392,0.825654947666718,0.354834712735017
236,26163540300,26163540300,"+42.4266089,-083.2094015",0.450771232012499,0.366410203750139,0.563202371864784,0.623862772704827,0.249609579730247
237,26163540400,26163540400,"+42.4193657,-083.2091493",0.501849352188879,0.395548278540361,0.620824553464922,0.655323684847703,0.335700891902532
238,26163540500,26163540500,"+42.4237296,-083.2251159",0.419164993278513,0.220598072521412,0.440244980595381,0.707713397087323,0.308103522909936
239,26163540600,26163540600,"+42.4224753,-083.2339950",0.32459272699386,0.159298009136925,0.423451516292288,0.44907304671668,0.266548335829548
240,26163540700,26163540700,"+42.4334044,-083.2292261",0.470170076182749,0.388754182541861,0.671764569713512,0.461049262868918,0.359112289606703
241,26163540800,26163540800,"+42.4405745,-083.2295474",0.355451524596232,0.190172834223782,0.455541184432205,0.462027508266755,0.314064571462184
242,26163540900,26163540900,"+42.4401121,-083.2489699",0.387115521903445,0.162325638183628,0.54393508752775,0.482152213978643,0.360049147923758
243,26163541000,26163541000,"+42.4329511,-083.2487283",0.481824675117593,0.338749825665408,0.659892804931989,0.667595708463905,0.261060361409068
244,26163541100,26163541100,"+42.4222559,-083.2439581",0.612659259773869,0.801545061489455,0.573711651411306,0.824928374036453,0.250451952158261
245,26163541200,26163541200,"+42.4220120,-083.2537031",0.504308952431489,0.470001445271174,0.745426344896331,0.549967465720469,0.251840553837982
246,26163541300,26163541300,"+42.4215788,-083.2821395",0.473682922084318,0.425829034389986,0.635970442020406,0.546762580139676,0.286169631787201
247,26163541400,26163541400,"+42.4244065,-083.2688858",0.471909521654295,0.405214111816253,0.671936400936732,0.515661061525023,0.294826512339171
248,26163541500,26163541500,"+42.4362189,-083.2633513",0.434098756839393,0.214814509663492,0.570579047854326,0.613804571502856,0.337196898336897
249,26163541700,26163541700,"+42.4361333,-083.2731759",0.541182153394724,0.518445980221343,0.53106289264506,0.830984973775236,0.284234766937258
250,26163541800,26163541800,"+42.4356241,-083.2828630",0.43968590061648,0.300110155933868,0.508601273703573,0.599451494169807,0.350580678658671
251,26163542100,26163542100,"+42.4121468,-083.2090072",0.457005778109522,0.351573434719472,0.477168732232762,0.715394350360776,0.283886595125076
252,26163542200,26163542200,"+42.4049237,-083.2086673",0.507019893780921,0.397421471696779,0.505663037893974,0.79578059533039,0.329214470202543
253,26163542300,26163542300,"+42.3984056,-083.2054071",0.490052860752846,0.360506367346989,0.394540488890154,0.839582787740173,0.365581799034068
254,26163542400,26163542400,"+42.3908903,-083.2036174",0.460001775136303,0.486479445595181,0.412737112247313,0.582596733692769,0.358193809009948
255,26163542500,26163542500,"+42.3927935,-083.2132702",0.407908556674395,0.176159879996294,0.412499338549164,0.554059728631437,0.488915279520685
256,26163542600,26163542600,"+42.3829687,-083.2077387",0.528973124566461,0.347454311452285,0.610135129793669,0.546930484921487,0.611372572098402
257,26163542700,26163542700,"+42.3824612,-083.2268100",0.577737846303663,0.67983753611737,0.454225982174564,0.602040885333253,0.574846981589463
258,26163542800,26163542800,"+42.3901406,-083.2243491",0.296374068867677,0.162737672467732,0.258785049901831,0.413374870962651,0.350598682138494
259,26163542900,26163542900,"+42.3988392,-083.2260719",0.303485904825865,0.121011964895456,0.271221354083164,0.415050562204227,0.406659738120611
260,26163543000,26163543000,"+42.4068106,-083.2257349",0.268258049191434,0.113657852557544,0.173588982467021,0.349412504483981,0.436372857257189
261,26163543100,26163543100,"+42.4126595,-083.2284219",0.229221165588525,0.0770697502515459,0.182163064375597,0.283439231553361,0.374212616173595
262,26163543200,26163543200,"+42.4112995,-083.2475927",0.336046230342688,0.167234735823717,0.369373257189506,0.484733017583747,0.322843910773782
263,26163543400,26163543400,"+42.4015679,-083.2374736",0.400776086749304,0.26019773323032,0.382373584401809,0.681466453877864,0.279066575487221
264,26163543500,26163543500,"+42.4040427,-083.2498756",0.576159986072452,0.7857241899233,0.534075226078314,0.765500733980846,0.219339794307348
265,26163543600,26163543600,"+42.3968066,-083.2510232",0.697729176679286,0.962017677792181,0.716685932881193,0.873603014461663,0.238610081582109
266,26163543700,26163543700,"+42.3894635,-083.2386147",0.78186729026846,0.908224295645193,0.87900885620084,1,0.340236009227805
267,26163543800,26163543800,"+42.3894072,-083.2540332",0.496973541298392,0.478044463367706,0.522039108724754,0.620876232056611,0.366934361044497
268,26163543900,26163543900,"+42.3819469,-083.2493385",0.689906058756523,1,0.693528988153022,0.657984640889267,0.408110605983804
269,26163544000,26163544000,"+42.3823964,-083.2671854",0.503364110436872,0.443017536113158,0.608723197162111,0.561097674948524,0.400618033523695
270,26163544100,26163544100,"+42.3929346,-083.2685039",0.440896512376081,0.411633275973675,0.455295911953965,0.581291908516519,0.315364953060167
271,26163544200,26163544200,"+42.4073688,-083.2619700",0.582285979212404,0.771287287936899,0.627367570791097,0.663742635609598,0.266746422512022
272,26163544300,26163544300,"+42.4086903,-083.2749743",0.524623510815489,0.609948345279445,0.409949738319637,0.819922425144251,0.258673534518624
273,26163545100,26163545100,"+42.3757244,-083.2071726",0.474668082680315,0.44127790013688,0.45174159160965,0.534689638429336,0.470963200545392
274,26163545200,26163545200,"+42.3688227,-083.2069235",0.543881249408726,0.42220023113569,0.630571765328979,0.665528622937609,0.457224378232628
275,26163545300,26163545300,"+42.3616038,-083.2068681",0.612881181681122,0.585376482678996,0.798550146396075,0.744873841340767,0.32272425630865
276,26163545400,26163545400,"+42.3543681,-083.2066365",0.667996715628673,0.739912343025845,0.788248714696089,0.779535099254054,0.364290705538706
277,26163545500,26163545500,"+42.3471339,-083.2064028",0.687667708663683,0.819919231522426,0.798435786915023,0.748461102132064,0.38385471408522
278,26163545600,26163545600,"+42.3399009,-083.2060508",0.611513754732727,0.741799839289774,0.616461532504615,0.620851671870867,0.466941975265655
279,26163545700,26163545700,"+42.3328249,-083.2242628",0.510072073903481,0.630390989652508,0.65880044949946,0.342081230376489,0.409015626085467
280,26163545800,26163545800,"+42.3396092,-083.2268502",0.656759369741251,0.76857726394059,0.779284455198564,0.696543292691973,0.382632467133876
281,26163545900,26163545900,"+42.3468695,-083.2259311",0.529411426870361,0.553942337572963,0.656540893117525,0.519025571498872,0.388136905292083
282,26163546000,26163546000,"+42.3540965,-083.2261440",0.673498133018131,0.82820212877001,0.810183337670848,0.701697790483409,0.353909275148257
283,26163546100,26163546100,"+42.3508568,-083.2405854",0.56544348529672,0.647099596790898,0.643936184546947,0.72465360109065,0.246084558758384
284,26163546200,26163546200,"+42.3464216,-083.2528230",0.347570411748346,0.299336248736823,0.461693932039028,0.544050062184138,0.085201404033392
285,26163546300,26163546300,"+42.3664397,-083.2586109",0.266896781227366,0.0714180486316256,0.317738398079707,0.516324356635518,0.162106321562614
286,26163546400,26163546400,"+42.3754399,-083.2413545",0.591327194309246,0.688995694496149,0.819565619123991,0.556017880482197,0.300729583134646
287,26163546500,26163546500,"+42.3682497,-083.2411333",0.552491121944766,0.659048155832555,0.769361555530495,0.534635645097554,0.246919131318459
288,26163546600,26163546600,"+42.3610566,-083.2415451",0.585179797072105,0.843835149939792,0.668292466919442,0.564940869497501,0.263650701931684
289,26163546700,26163546700,"+42.3613063,-083.2262460",0.449683790347215,0.550603432470606,0.420912775997029,0.486615582075976,0.34060337084525
290,26163546800,26163546800,"+42.3697567,-083.2297901",0.593001438610576,0.513964670828207,0.81886533731589,0.735084889985218,0.304090856312988
291,26163546900,26163546900,"+42.3739170,-083.2228469",0.510495789443183,0.498542761544104,0.56635078814388,0.530137258345378,0.446952349739368
292,26163550100,26163550100,"+42.3681537,-082.9237513",0.134927521430662,0.13710027792439,0.160101035637118,0.232709915768973,0.00979885639216761
293,26163551600,26163551600,"+42.4340457,-082.9401024",0.320665388167292,0.319716681113487,0.308057535332672,0.322078426516953,0.332808909706057
294,26163552800,26163552800,"+42.3879631,-083.0514612",0.705614405329873,0.713826223292895,0.705402375079032,0.805053099296149,0.598175923651416
295,26163553300,26163553300,"+42.3971272,-083.1054361",0.709033223319195,0.86092556429171,0.601498298151485,0.669743675842411,0.703965354991176
296,26163553600,26163553600,"+42.4008134,-083.0848809",0.450676538709694,0.300158132378605,0.390821970326093,0.358256799700515,0.753469252433565
297,26163555400,26163555400,"+42.3676767,-083.2707820",0.306926646685628,0.145697783863717,0.15197865563956,0.526409172954151,0.403620974285084
298,26163573500,26163573500,"+42.3143412,-083.1525188",0.732108074629925,0.740592977399477,0.65984082257123,0.730927550152385,0.797070948396606
299,26163573600,26163573600,"+42.3391406,-083.1605742",0.683180804804474,0.618034847283206,0.571053175946413,0.934552345572858,0.609082850415421
300,26163577000,26163577000,"+42.2522226,-083.1670939",0.540766279756663,0.491115359107327,0.490610538019282,0.627944992013639,0.553394229886403
301,26163577100,26163577100,"+42.2577829,-083.1756791",0.591468470662644,0.599897200771918,0.438855316304836,0.550401502266397,0.776719863307426
302,26163578600,26163578600,"+42.2757597,-083.1776386",0.566594664910261,0.470471755447155,0.490092595720723,0.507738239965191,0.798076068507976
303,26163579900,26163579900,"+42.3201738,-083.2373533",0.246176887906754,0.191782256502425,0.173036654054175,0.350914470648153,0.268974170422264
304,26163985000,26163985000,"+42.3453308,-083.1280797",0.557193195573214,0.529329863571381,0.577926836327279,0.350713772831567,0.770802309562629
305,26163985100,26163985100,"+42.3777226,-083.0564328",0.305877547826476,0.10767098168968,0.100161913220619,0.135648577578655,0.880028718816951
306,26163985200,26163985200,"+42.3785776,-082.9715216",0.502195049821197,0.47968336154155,0.508673585798691,0.575675477259745,0.444747774684804
307,26163985300,26163985300,"+42.3203926,-083.0701382",0.374646314437717,0.542405746114761,0.125286425937226,0.123071091314427,0.707821994384455
308,26163985500,26163985500,"+42.3418558,-082.9781710",0.39552291975461,0.497495086993881,0.435358464116328,0.517440568614715,0.131797559293516
309,26163985700,26163985700,"+42.3018740,-083.1653012",0.514158399182147,0.507600235150187,0.538089438603829,0.423474373116692,0.58746954985788
310,26163985900,26163985900,"+42.3662243,-083.0526570",0.430748232151567,0.409580218322058,0.600274644806288,0.260231782276091,0.452906283201832
