row#,Name,FIPS,Source,ToxPi Score,Transportation,Energy,"Food, Water, and Waste Management",Communications,Financial Services,Governance
20,26163502000,26163502000,"+42.3932938,-082.9469658",0.385294303631686,0.740308717768813,0.436382900590569,0.188838758643953,0.297161936560935,0.350906095551895,0.298167412673951
21,26163503100,26163503100,"+42.4461391,-082.9778891",0.396848923164676,0.597877565339414,0.490750161036897,0.441727104064766,0.156928213689482,0.454695222405272,0.239115272452224
22,26163503200,26163503200,"+42.4454982,-082.9953169",0.422174269849133,0.681985616558499,0.674476705335589,0.159386068476978,0.40567612687813,0.420098846787479,0.191422255058122
23,26163503300,26163503300,"+42.4383158,-082.9950446",0.456798510426399,0.518067005788458,0.56390606281342,0.270007589812785,0.434056761268781,0.668863261943987,0.285890380930962
24,26163503400,26163503400,"+42.4389974,-082.9801546",0.449421372798426,0.32959129977197,0.752099499732107,0.2538159892056,0.818030050083472,0.270181219110379,0.27281017888703
25,26163503500,26163503500,"+42.4312541,-082.9922641",0.557351355490594,0.443781792667953,0.805449368193557,0.422436329903862,0.742904841402337,0.528830313014827,0.400705487761029
26,26163503600,26163503600,"+42.4249818,-082.9967805",0.434726248549693,0.596649710577092,0.646561636496078,0.207897621858661,0.550918196994992,0.205930807248764,0.400399518122574
27,26163503900,26163503900,"+42.4134536,-082.9873463",0.496287697027236,0.446237502192598,0.862742383105273,0.748355540563333,0.17195325542571,0.28500823723229,0.46342926364421
28,26163504000,26163504000,"+42.4169793,-082.9776759",0.54855090965011,0.695492018944045,0.931371191552637,0.428676842637882,0.529215358931553,0.324546952224053,0.382003093610495
29,26163504100,26163504100,"+42.4153882,-082.9679696",0.580798518390207,0.577004034379933,0.925826706238599,0.489079102715466,0.828046744574291,0.397034596375618,0.267799926057337
30,26163504200,26163504200,"+42.4081498,-082.9717558",0.558237470271583,0.481845290299947,0.85534973601989,0.482438016528926,0.669449081803005,0.525535420098847,0.334807276878882
31,26163504300,26163504300,"+42.4055763,-082.9803156",0.557871419586381,0.600333274864059,0.907345088525143,0.517519817844493,0.430717863105175,0.542009884678748,0.349302588500666
32,26163504400,26163504400,"+42.4030542,-082.9892425",0.613824434696628,0.567795123662515,0.898104279668415,0.792186709394502,0.554257095158598,0.487644151565074,0.382959248730665
33,26163504700,26163504700,"+42.3941500,-083.0172716",0.565223473163539,0.432818803718646,0.898351102575988,0.440293472761005,0.844741235392321,0.462932454695222,0.312203769838053
34,26163504800,26163504800,"+42.4089695,-083.0133701",0.586623196507288,0.764251885634099,0.862742383105273,0.416954798448305,0.76126878130217,0.179571663920923,0.534949666632959
35,26163504900,26163504900,"+42.4263378,-083.0129968",0.606068958444193,0.853885283283634,0.711759004521073,0.142920391297015,0.585976627712855,0.795716639209226,0.546155804641356
36,26163505000,26163505000,"+42.4391006,-083.0087283",0.591321566386539,0.957025083318716,0.88911029371926,0.101197503794906,0.858096828046745,0.301482701812191,0.441016987627415
37,26163505100,26163505100,"+42.4403465,-083.0179417",0.558800989444488,0.680143834415015,0.662629205772044,0.0979929161747343,0.749582637729549,0.662273476112026,0.500183866463562
38,26163505200,26163505200,"+42.4138010,-083.0035037",0.569121767588511,0.651289247500439,0.711759004521073,0.545075054815314,0.629382303839733,0.446457990115321,0.430767004739188
39,26163505400,26163505400,"+42.4186463,-082.9937654",0.605515335574379,0.477547798631819,1,0.845779220779221,0.601001669449082,0.365733113673806,0.343030210912348
40,26163505500,26163505500,"+42.3970633,-083.0014601",0.566362712703739,0.27135590247325,0.92027018078273,0.86525974025974,0.500834724540901,0.327841845140033,0.512613883025777
41,26163506100,26163506100,"+42.4445674,-083.0320133",0.545636842928838,0.879670233292405,0.714377735369723,0.351007758475291,0.542570951585977,0.42174629324547,0.364448085604166
42,26163506200,26163506200,"+42.4374798,-083.0316910",0.495532471139502,0.580073671285739,0.709910842749728,0.203217237308146,0.804674457429048,0.245469522240527,0.429849095823824
43,26163506300,26163506300,"+42.4265859,-083.0313176",0.564011707682764,0.828100333274864,0.979411357465791,0.188606847697757,0.484140233722872,0.515650741350906,0.388160732584393
44,26163506400,26163506400,"+42.4225996,-083.0523153",0.583641397668868,0.607788107349588,0.931371191552637,0.521272558610221,0.419031719532554,0.255354200988468,0.767030607979743
45,26163506500,26163506500,"+42.4298760,-083.0459797",0.565997484617362,0.717593404665848,0.931371191552637,0.406202563670096,0.574290484140234,0.593080724876442,0.173446538798918
46,26163506600,26163506600,"+42.4370474,-083.0485200",0.652933857604257,0.711454130854236,0.797545015080278,0.660714285714286,0.535893155258765,0.866556836902801,0.345439721815177
47,26163506700,26163506700,"+42.4441868,-083.0465810",0.507955681009578,0.763024030871777,0.646561636496078,0.602272727272727,0.348914858096828,0.232289950576606,0.454670882743449
48,26163506800,26163506800,"+42.4438513,-083.0676404",0.605874497160994,0.826872478512542,0.541216415529375,0.513155675493338,0.797996661101836,0.57495881383855,0.381046938490325
49,26163506900,26163506900,"+42.4368143,-083.0671656",0.582422479561441,0.594194001052447,0.786456044452204,0.800788497217069,0.390651085141903,0.652388797364086,0.27005645214094
50,26163507000,26163507000,"+42.4296948,-083.0621938",0.575247600302037,0.675232415365725,0.862742383105273,0.508686119075729,0.495826377295493,0.57331136738056,0.335686939589439
51,26163507100,26163507100,"+42.4277494,-083.0763573",0.56114691355586,0.627346079635152,0.74949280902529,0.579165963906224,0.697829716193656,0.542009884678748,0.171037027896089
52,26163507200,26163507200,"+42.4209193,-083.0737640",0.574636702581785,0.669707068935275,0.971350482508684,0.626981784449317,0.562604340567613,0.461285008237232,0.155891530792589
53,26163507300,26163507300,"+42.4262623,-083.0877402",0.536746604351905,0.560427995088581,0.785366411616329,0.675303592511385,0.360601001669449,0.350906095551895,0.487874529673795
54,26163507400,26163507400,"+42.4362144,-083.0856365",0.473968619254179,0.478775653394141,0.655748264714558,0.37150025299376,0.470784641068447,0.594728171334432,0.272274732019735
55,26163507500,26163507500,"+42.4432546,-083.0881317",0.491381917747096,0.608146896078838,0.399419665163656,0.461207623545286,0.609348914858097,0.655683690280066,0.214484716556634
56,26163507800,26163507800,"+42.4243919,-083.0970382",0.479791793933551,0.384318540606911,0.813191179392093,0.727441389779052,0.375626043405676,0.179571663920923,0.398601946496654
57,26163507900,26163507900,"+42.4263906,-083.1066037",0.461412793446408,0.629801789159797,0.64304591508088,0.680194805194805,0.32220367278798,0.202635914332784,0.290594664122201
58,26163508000,26163508000,"+42.4392203,-083.1132634",0.582204463376441,0.527363620417471,0.561738837283503,0.433610220947883,0.881469115191987,0.43163097199341,0.657414014424389
59,26163508100,26163508100,"+42.4408940,-083.1014824",0.476213997497842,0.540256095421856,0.675903462142784,0.551948051948052,0.626043405676127,0.336079077429984,0.127053892368248
60,26163510400,26163510400,"+42.4147480,-083.0760398",0.636692428707376,0.706542711804947,0.906923683560992,0.701467363805026,0.944908180300501,0.179571663920923,0.38074096885187
61,26163510500,26163510500,"+42.4086539,-083.0689077",0.525631932129881,0.406276410837014,0.583669955632077,0.642857142857143,0.646076794657763,0.589785831960461,0.285125456834826
62,26163510600,26163510600,"+42.4074065,-083.0465471",0.525338701406571,0.686283108226627,0.625665970345131,0.617958340360938,0.145242070116861,0.784184514003295,0.292698205386576
63,26163510700,26163510700,"+42.3936461,-083.0398776",0.563254333443336,0.785739343974741,0.623896069495699,0.61038961038961,0.749582637729549,0.466227347611203,0.143690991459214
64,26163511000,26163511000,"+42.4008260,-083.0306599",0.622268500978065,0.863708121382214,0.61717165028204,0.61525974025974,0.746243739565943,0.471169686985173,0.420058067393278
65,26163511200,26163511200,"+42.3763856,-083.0658451",0.43128357568989,0.150412208384494,0.513674591086683,0.637987012987013,0.669449081803005,0.415156507413509,0.201022052464634
66,26163511300,26163511300,"+42.4154477,-083.0497684",0.592979505111095,0.591124364146641,0.91288957383918,0.621753246753247,0.575959933222037,0.533772652388797,0.322377260316666
67,26163511400,26163511400,"+42.3900705,-083.0776630",0.48120078291754,0.429047535520084,0.433968852153078,0.63961038961039,0.641068447412354,0.464579901153213,0.278929571656121
68,26163511900,26163511900,"+42.3735241,-083.0718813",0.294739228613013,0.345553411682161,0.134367982854838,0.672077922077922,0.130217028380634,0.393739703459638,0.0924793232228851
69,26163512100,26163512100,"+42.3989089,-082.9638962",0.488478438144471,0.363971233116997,0.617502754182444,0.321997807387418,0.584307178631052,0.70675453047776,0.336337125071155
70,26163512200,26163512200,"+42.3953197,-082.9768484",0.594511563662164,0.54446588317839,0.887262131947914,0.404326193287232,0.465776293823038,0.265238879736409,1
71,26163512300,26163512300,"+42.3882982,-082.9663155",0.627893344476434,0.634099280827925,0.552817092185346,0.47562826783606,0.909849749582638,0.446457990115321,0.748507686311312
72,26163512400,26163512400,"+42.3908867,-082.9560714",0.626783640255415,0.578231889142256,0.799471437773537,0.568181818181818,0.779632721202003,0.579901153212521,0.455282822020358
73,26163512600,26163512600,"+42.3820764,-082.9560601",0.551286322894613,0.801701455884933,0.777293496517389,0.177833530106257,0.616026711185309,0.490939044481054,0.443923699192733
74,26163512900,26163512900,"+42.3755477,-082.9504678",0.576793309497155,0.767935449921067,0.780586475308679,0.169716646989374,0.8330550918197,0.512355848434926,0.397110344509188
75,26163513200,26163513200,"+42.3679701,-082.9383380",0.425257765968202,0.742150499912296,0.589214440946114,0.0942612582222972,0.444073455759599,0.481054365733114,0.200792575235793
76,26163513300,26163513300,"+42.3582384,-082.9413094",0.496224268777286,0.974828977372391,0.385591562268604,0.341478326867937,0.277128547579299,0.449752883031302,0.548565315544186
77,26163513600,26163513600,"+42.3657136,-082.9802179",0.475192142035877,0.586212945097351,0.609544220430917,0.441663855624895,0.380634390651085,0.275123558484349,0.557973881926663
78,26163513700,26163513700,"+42.3580493,-082.9609921",0.564831661800942,0.735397298719523,0.350476488613036,0.826298701298701,0.365609348914858,0.530477759472817,0.58073037378672
79,26163513900,26163513900,"+42.3722151,-082.9837943",0.63165434521502,0.667865286791791,0.757631944904311,0.513872491145218,0.646076794657763,0.634266886326194,0.570212667464845
80,26163514100,26163514100,"+42.3798303,-082.9893988",0.666236540790689,0.558586212945097,0.813335661094088,0.931818181818182,0.632721202003339,0.599670510708402,0.461287476175028
81,26163514200,26163514200,"+42.3817139,-083.0084252",0.588610048307976,0.429661462901245,0.443775547675952,0.844155844155844,0.818030050083472,0.700164744645799,0.295872640385542
82,26163514300,26163514300,"+42.3888619,-082.9934067",0.592518479262722,0.396788442219069,0.571298709898803,0.797246584584247,0.742904841402337,0.527182866556837,0.519689430915039
83,26163514500,26163514500,"+42.3753160,-082.9999028",0.572746683271965,0.549377302227679,0.600303411574188,0.917207792207792,0.696160267111853,0.215815485996705,0.457615840513574
84,26163515200,26163515200,"+42.3616627,-083.0056672",0.477548612625177,0.452990703385371,0.230725237943303,0.939935064935065,0.529215358931553,0.382207578253707,0.330217732302064
85,26163515300,26163515300,"+42.3532902,-083.0005510",0.414114301096455,0.475092089107174,0.137811463419039,0.362582222971833,0.676126878130217,0.525535420098847,0.307537732851621
86,26163515400,26163515400,"+42.3609676,-082.9963793",0.348329219401844,0.440098228380986,0.183359319972789,0.679815314555574,0.0584307178631052,0.191103789126853,0.537167946511754
87,26163515600,26163515600,"+42.3639483,-082.9917654",0.487494778031767,0.558586212945097,0.29146173341922,0.522389947714623,0.597662771285476,0.382207578253707,0.572660424572481
88,26163515700,26163515700,"+42.3530390,-082.9871415",0.523522366747986,0.524820206981231,0.156563984323735,0.535376960701636,0.20534223706177,0.721581548599671,0.997449262819874
89,26163515900,26163515900,"+42.3829752,-083.0169292",0.480181415802467,0.235245810144951,0.364304591508088,0.675324675324675,0.684474123539232,0.532125205930807,0.389614088367052
90,26163516000,26163516000,"+42.3714831,-083.0093251",0.560230803884158,0.430889317663568,0.48017289643672,0.868506493506493,0.701168614357262,0.545304777594728,0.335342723746177
91,26163516100,26163516100,"+42.3756603,-083.0258411",0.343138970555799,0.147007701998055,0.372467807670774,0.216077753415416,0.631051752921536,0.314662273476112,0.377566533852904
92,26163516200,26163516200,"+42.3661558,-083.0189390",0.437902778921864,0.275653394141379,0.480419719344294,0.367452352841963,0.876460767946578,0.265238879736409,0.362191559520563
93,26163516300,26163516300,"+42.3595713,-083.0152242",0.472661706326043,0.414313278372215,0.406246425582893,0.531729634002361,0.634390651085142,0.393739703459638,0.455550545454005
94,26163516400,26163516400,"+42.3508558,-083.0096137",0.334280204540728,0.507630240308718,0.115759943652136,0.649919885309496,0.0834724540901502,0.14003294892916,0.508865754954709
95,26163516500,26163516500,"+42.3375655,-083.0148583",0.366359805374708,0.475706016488335,0.044355882512296,0.642709563164109,0.195325542570952,0.321252059308072,0.518809768204482
96,26163516600,26163516600,"+42.3413645,-083.0201887",0.48156527372638,0.465883178389756,0.114038203370036,0.464644122111655,0.699499165275459,0.642504118616145,0.502822854595232
97,26163516700,26163516700,"+42.3483954,-083.0210206",0.4729597978656,0.543238028416067,0.0595324812926296,0.821407488615281,0.470784641068447,0.456342668863262,0.486453478937914
98,26163516800,26163516800,"+42.3560005,-083.0254934",0.419059725477999,0.268900192948606,0.378523999012708,0.485052285376961,0.906510851419032,0.115321252059308,0.360049772051382
99,26163516900,26163516900,"+42.3446547,-083.0302450",0.471083649721706,0.367933855304492,0.0564923454798298,0.522811603980435,0.67779632721202,0.794069192751235,0.407398573602222
100,26163517000,26163517000,"+42.3408105,-083.0361037",0.293518280741619,0.48307314506227,0.0161036897014647,0.464644122111655,0.0667779632721202,0.42339373970346,0.307117024598746
101,26163517100,26163517100,"+42.3358287,-083.0330442",0.295034351740996,0.298615872813382,0.025344498558193,0.688311688311688,0.0784641068447412,0.301482701812191,0.377987242105779
102,26163517200,26163517200,"+42.3338393,-083.0390113",0.289448623810679,0.374886383569071,0.011088970628074,0.664424860853432,0.13355592654424,0.265238879736409,0.287496721532848
103,26163517300,26163517300,"+42.3456895,-083.0505419",0.472340926892515,0.362743378354675,0.0170247605516793,0.969155844155844,0.470784641068447,0.372322899505766,0.64201403771868
104,26163517500,26163517500,"+42.3541327,-083.0560746",0.447102325576472,0.317312752148746,0.0417070513090644,0.529663518299882,0.893155258764608,0.57331136738056,0.327464005555973
105,26163518000,26163518000,"+42.3624987,-083.0613713",0.282903168430916,0.14541308542361,0.0345853074149214,0.548321808062068,0.191986644407346,0.543657331136738,0.233454834140815
106,26163518400,26163518400,"+42.3698286,-083.0441079",0.395785068245158,0.270574540351772,0.538880628013798,0.260625737898465,0.903171953255426,0.0807248764415157,0.320732673509973
107,26163518500,26163518500,"+42.3732892,-083.0345719",0.384563135114966,0.225143914145844,0.258959370541385,0.650974025974026,0.674457429048414,0.194398682042834,0.303445388937291
108,26163518600,26163518600,"+42.3647264,-083.0294479",0.471335610467468,0.349938607261884,0.508130105772646,0.613994771462304,0.752921535893155,0.220757825370675,0.382270817044143
109,26163518800,26163518800,"+42.3597016,-083.0372366",0.447834777990668,0.379407121557621,0.549566253890471,0.384297520661157,0.8330550918197,0.196046128500824,0.344636551514234
110,26163518900,26163518900,"+42.3525953,-083.0435070",0.49218309679524,0.278109103666024,0.0472515366231014,0.891233766233766,0.626043405676127,0.385502471169687,0.724958297402736
111,26163520200,26163520200,"+42.3572141,-083.0699378",0.283819705616117,0.222488877549393,0.0583405072511754,0.657825940293473,0.0333889816360601,0.456342668863262,0.274531258103337
112,26163520300,26163520300,"+42.3497881,-083.0627334",0.306165521106083,0.425977898614278,0.00871104261608202,0.704292460785967,0.136894824707846,0.510708401976936,0.0504084979353857
113,26163520400,26163520400,"+42.3481561,-083.0675930",0.384317367083407,0.420452552183827,0.0621632522831119,0.972866419294991,0.153589315525877,0.499176276771005,0.197656386441634
114,26163520700,26163520700,"+42.3347168,-083.0554556",0.363653773311816,0.526661989124715,0,0.688311688311688,0.250417362270451,0.456342668863262,0.260188931300781
115,26163520800,26163520800,"+42.3254678,-083.0537969",0.284749696745783,0.414345170703704,0.0147852941707653,0.688311688311688,0.00500834724540902,0.154859967051071,0.431187712992062
116,26163521100,26163521100,"+42.3208768,-083.0808652",0.364935037100014,0.232064550078934,0.121430850455418,0.238805026142689,0.764607679465776,0.355848434925865,0.476853681531403
117,26163521300,26163521300,"+42.3341230,-083.0929489",0.253032004091681,0.343799333450272,0.169735899488896,0.206232079608703,0.130217028380634,0.247116968698517,0.421090714923063
118,26163521400,26163521400,"+42.3305838,-083.0730165",0.234711051341989,0.267672338186283,0.0546441837084841,0.514589306797099,0.123539232053422,0.130148270181219,0.317672977125428
119,26163521500,26163521500,"+42.3368603,-083.0763920",0.393112375838278,0.259691282231188,0.140165311147365,0.514589306797099,0.874791318864775,0.214168039538715,0.355268996450529
120,26163521800,26163521800,"+42.3461214,-083.0712523",0.546465497915357,0.377477635502543,0.0380107277663731,0.827900995108787,0.958263772954925,0.378912685337727,0.698227170821785
121,26163521900,26163521900,"+42.3503993,-083.0805337",0.470385886717704,0.382389054551833,0.0601886690225211,0.594598583234947,0.343906510851419,0.780889621087315,0.660342881558188
122,26163522000,26163522000,"+42.3435757,-083.0875891",0.400812010657798,0.3069636905806,0.11219004159869,0.362582222971833,0.639398998330551,0.57660626029654,0.407130850168574
123,26163522100,26163522100,"+42.3435090,-083.1014140",0.267941846962126,0.318628310822663,0.188217517202353,0.24966267498735,0.348914858096828,0.0757825370675453,0.426445183596017
124,26163522200,26163522200,"+42.3511187,-083.1065656",0.374399109652882,0.300780564813191,0.489660528201022,0.403841288581548,0.542570951585977,0.0807248764415157,0.42881644829404
125,26163522300,26163522300,"+42.3565382,-083.0965947",0.569254395837377,0.325995439396597,0.46933074871622,0.875168662506325,0.91652754590985,0.471169686985173,0.357334291510098
126,26163522400,26163522400,"+42.3609881,-083.0833636",0.454622052166271,0,0.387764807869437,0.741862034069826,0.764607679465776,0.505766062602965,0.327731728989621
127,26163522500,26163522500,"+42.3411363,-083.0606837",0.49505843435485,0.234520259603578,0.119835531662563,0.688311688311688,0.94991652754591,0.336079077429984,0.641687521575377
128,26163523100,26163523100,"+42.3259510,-083.1023821",0.434346760029431,0.511313804595685,0.206699134915809,0.494391971664699,0.579298831385643,0.28665568369028,0.52772113392447
129,26163523200,26163523200,"+42.3144563,-083.1042425",0.428483379913697,0.543238028416067,0.316252385453101,0.553740091077753,0.447412353923205,0.257001647446458,0.453255773165596
130,26163523300,26163523300,"+42.3172270,-083.0975239",0.469646787827924,0.432731099807051,0.279289150026187,0.536157024793388,0.607679465776294,0.538714991762768,0.423308994801858
131,26163523400,26163523400,"+42.3196503,-083.0910903",0.474277834213075,0.367654797403964,0.141760629940221,0.725396356889863,0.616026711185309,0.57660626029654,0.418222249562551
132,26163523800,26163523800,"+42.3078841,-083.1139929",0.452000487603107,0.569022978424838,0.321285164739241,0.275594535334795,0.404006677796327,0.762767710049423,0.379325859274018
133,26163524000,26163524000,"+42.3169861,-083.1199144",0.486064884258013,0.502104893878267,0.414204959334421,0.338906223646483,0.462437395659432,0.652388797364086,0.546347035665391
134,26163524100,26163524100,"+42.3113650,-083.1373320",0.631796539859033,0.680757761796176,0.835019956535088,0.335785967279474,0.707846410684474,0.701812191103789,0.529556951755198
135,26163524200,26163524200,"+42.3070018,-083.1291089",0.488090841262519,0.459743904578144,0.718074058912414,0.298448304941811,0.392320534223706,0.883031301482702,0.176926943436339
136,26163524300,26163524300,"+42.3001177,-083.1320379",0.554370931190857,0.799245746360288,0.777215235595475,0.239880249620509,0.557595993322204,0.548599670510708,0.403688691735961
137,26163524500,26163524500,"+42.2868892,-083.1512103",0.411529445793697,0.904665848096825,0.725978412025694,0.0119117895091921,0.507512520868113,0.0115321252059308,0.307575979056428
138,26163524700,26163524700,"+42.2739530,-083.1526152",0.504377649820815,0.891334853534468,0.615654592411099,0,0.539232053422371,0.762767710049423,0.217276689507531
139,26163524800,26163524800,"+42.2630997,-083.1615912",0.639832497060539,0.939221189265041,0.742611867967805,0.5,0.869782971619366,0.619439868204283,0.167939085306736
140,26163524900,26163524900,"+42.2904837,-083.1246926",0.592097383209476,0.771762529699734,0.731522897339731,0.51948051948052,0.754590984974958,0.405271828665568,0.369955539096347
141,26163525000,26163525000,"+42.3036532,-083.0973176",0.587769156936501,0.765579403932325,0.307011576596372,0.594155844155844,0.94991652754591,0.395387149917628,0.514564439470925
142,26163525400,26163525400,"+42.3391838,-083.1140246",0.66200238632857,0.571478687949483,0.448754146323844,0.862181649519312,0.732888146911519,0.537067545304778,0.819644141962486
143,26163525500,26163525500,"+42.3340140,-083.1093553",0.466581741697691,0.410015786704087,0.439513337467115,0.871921909259572,0.390651085141903,0.214168039538715,0.473220292074755
144,26163525600,26163525600,"+42.3282644,-083.1115806",0.420751659154598,0.393439747412735,0.318100547224446,0.774329566537359,0.315525876460768,0.194398682042834,0.528715535249448
145,26163525700,26163525700,"+42.3267956,-083.1262619",0.519102668147489,0.387914400982284,0.432174871019981,0.851113172541744,0.651085141903172,0.364085667215815,0.428242755221938
146,26163525800,26163525800,"+42.3332194,-083.1284291",0.517248146956843,0.365199087879319,0.476530753532277,0.933905380333952,0.601001669449082,0.342668863261944,0.384183127284484
147,26163526000,26163526000,"+42.3259356,-083.1429717",0.67321513286177,0.772846868970356,0.742100161939908,0.857142857142857,0.340567612687813,0.785831960461285,0.540801335968402
148,26163526100,26163526100,"+42.3334778,-083.1520873",0.670984770841514,0.771619014208034,0.87038185309823,0.946428571428571,0.415692821368948,0.57331136738056,0.448474997564744
149,26163526200,26163526200,"+42.3372007,-083.1452619",0.57760827701433,0.495351692685494,0.793848691537586,0.962662337662337,0.48914858096828,0.367380560131796,0.357257799100484
150,26163526300,26163526300,"+42.3390784,-083.1384863",0.631482172882576,0.451148921241887,0.698821872121654,0.905696576151121,0.908180300500835,0.329489291598023,0.495556075681937
151,26163526400,26163526400,"+42.3405358,-083.1309829",0.484685043119416,0.562269777232065,0.655236558686661,0.514589306797099,0.572621035058431,0.100494233937397,0.502899347004846
152,26163526500,26163526500,"+42.3481772,-083.1404328",0.617230166315794,0.791264690405192,0.928704300136656,0.464644122111655,0.575959933222037,0.57331136738056,0.369496584638666
153,26163527200,26163527200,"+42.3515946,-083.1186144",0.461208755487423,0.742764427293457,0.609110775324933,0.688311688311688,0.155258764607679,0.301482701812191,0.270324175574587
154,26163527300,26163527300,"+42.3457181,-083.1184380",0.473507072151602,0.518768637081214,0.65240110528502,0.688311688311688,0.432387312186978,0.130148270181219,0.419025419863495
155,26163530100,26163530100,"+42.4096746,-083.1216653",0.624816950516385,0.649447465356955,0.45301635653268,0.935064935064935,0.771285475792988,0.614497528830313,0.325589941520439
156,26163530200,26163530200,"+42.4111231,-083.1341948",0.563767337725972,0.595421855814769,0.376730017879611,0.81023359757126,0.442404006677796,0.785831960461285,0.371982587951109
157,26163530300,26163530300,"+42.4008029,-083.1306653",0.526284248989138,0.375723557270654,0.776372425667174,0.573220610558273,0.404006677796327,0.517298187808896,0.511084034833505
158,26163530400,26163530400,"+42.3909517,-083.1361282",0.487852395227002,0.414927205753377,0.73361788201865,0.573220610558273,0.580968280467446,0.248764415156507,0.375615977407756
159,26163530500,26163530500,"+42.3844331,-083.1340130",0.465646650390842,0.463427468865111,0.564676631890724,0.573220610558273,0.181969949916528,0.70840197693575,0.302183264178666
160,26163530800,26163530800,"+42.3716662,-083.1339332",0.554019316241585,0.449307139098404,0.743888123002089,0.464644122111655,0.664440734557596,0.471169686985173,0.530666091694595
161,26163530900,26163530900,"+42.3753050,-083.1262756",0.495660181310649,0.522364497456587,0.494958190607485,0.688311688311688,0.590984974958264,0.265238879736409,0.41210285679346
162,26163531100,26163531100,"+42.3748819,-083.1152689",0.493901343713233,0.517453078407297,0.624154932545105,0.219261258222297,0.614357262103506,0.537067545304778,0.451113985696415
163,26163531200,26163531200,"+42.3788297,-083.1020097",0.363998505109692,0.551219084371163,0.149026855536358,0.453090740428403,0.524207011686144,0.413509060955519,0.092938277680567
164,26163531300,26163531300,"+42.3833022,-083.1097921",0.554656224139123,0.521136642694264,0.390949425384231,0.952922077922078,0.819699499165276,0.311367380560132,0.331862319108757
165,26163531400,26163531400,"+42.3803842,-083.1189728",0.513776209666461,0.440098228380986,0.472780249351337,0.442928824422331,0.859766277128548,0.509060955518946,0.35802272319662
166,26163531500,26163531500,"+42.3870970,-083.1235622",0.520939204759778,0.470794597439046,0.650697425215669,0.403841288581548,0.373956594323873,0.914332784184514,0.312012538814019
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.508992703329184,0.479389580775303,0.548043175948613,0.442928824422331,0.871452420701169,0.395387149917628,0.316755068210064
